episode,mean_reward,total_reward,decay_factor,shaped_reward_first_step,sparse_reward_first_step,evaluation_reward_greedy,moving_avg_train_reward
27,0.07483125,29.9325,0.99775,0,0,0.0,31.06953703703704
28,0.0,0.0,0.9976666666666667,0,0,0.0,31.028928571428573
29,0.07481875,29.927500000000002,0.9975833333333334,0,0,0.0,29.95896551724138
30,0.149625,59.85,0.9975,0,0,0.0,29.95791666666667
31,0.3241604166666667,129.66416666666666,0.9974166666666666,0,0,0.0,30.922177419354842
32,0.0,0.0,0.9973333333333333,0,0,0.0,34.00786458333333
33,0.299175,119.67,0.99725,0,0,0.0,32.97732323232323
34,0.07478749999999999,29.915,0.9971666666666666,0,0,0.0,35.52710784313725
35,0.07478125000000001,29.9125,0.9970833333333333,0,0,0.0,35.3667619047619
36,0.274175,109.67,0.997,0,0,0.0,35.21525462962963
37,0.07476875,29.9075,0.9969166666666667,0,0,0.0,37.22754504504504
38,0.0,0.0,0.9968333333333333,0,0,0.0,37.034912280701754
39,0.1495125,59.805,0.99675,0,0,0.0,36.085299145299146
40,0.07475000000000001,29.900000000000002,0.9966666666666667,0,0,0.0,36.67829166666667
41,0.0,0.0,0.9965833333333334,0,0,0.0,36.5129674796748
42,0.0,0.0,0.9965,0,0,0.0,35.64361111111111
43,0.27401458333333334,109.60583333333332,0.9964166666666666,0,0,0.0,34.814689922480625
44,0.074725,29.89,0.9963333333333333,0,0,0.0,36.51448863636364
45,0.07471875,29.8875,0.99625,0,0,0.0,36.36727777777778
46,0.0,0.0,0.9961666666666666,0,0,0.0,36.22641304347827
47,0.07470625,29.8825,0.9960833333333333,0,0,0.0,35.45563829787235
48,0.1245,49.8,0.996,0,0,0.0,35.33953125
49,0.0,0.0,0.9959166666666667,0,0,0.0,35.63464285714286
50,0.0,0.0,0.9958333333333333,0,0,0.0,34.921949999999995
51,0.07468125,29.872500000000002,0.99575,0,0,0.0,34.23720588235294
52,0.074675,29.87,0.9956666666666667,0,0,0.0,34.153269230769226
53,0.07466875,29.8675,0.9955833333333334,0,0,0.0,34.07245283018867
54,0.0,0.0,0.9955,0,0,0.0,33.99458333333333
55,0.0,0.0,0.9954166666666666,0,0,0.0,33.37649999999999
56,0.0,0.0,0.9953333333333333,0,0,0.0,32.78049107142857
57,0.0,0.0,0.99525,0,0,0.0,32.2053947368421
58,0.0,0.0,0.9951666666666666,0,0,0.0,31.650129310344827
59,0.0,0.0,0.9950833333333333,0,0,0.0,31.113686440677967
60,0.14925,59.7,0.995,0,0,0.0,30.595125
61,0.1492375,59.695,0.9949166666666667,0,0,0.0,31.072254098360656
62,0.0,0.0,0.9948333333333333,0,0,0.0,31.533911290322582
63,0.0,0.0,0.99475,0,0,0.0,31.033373015873014
64,0.0746,29.84,0.9946666666666667,0,0,0.0,30.5484765625
65,0.1491875,59.675000000000004,0.9945833333333334,0,0,0.0,30.537576923076923
66,0.0,0.0,0.9945,0,0,0.0,30.979053030303028
67,0.07458125,29.8325,0.9944166666666666,0,0,0.0,30.51667910447761
68,0.074575,29.83,0.9943333333333333,0,0,0.0,30.50661764705882
69,0.0,0.0,0.99425,0,0,0.0,30.496811594202896
70,0.0,0.0,0.9941666666666666,0,0,0.0,30.061142857142855
71,0.27337291666666663,109.34916666666666,0.9940833333333333,0,0,0.0,29.637746478873236
72,0.0,0.0,0.994,0,0,0.0,30.744849537037037
73,0.14908749999999998,59.635,0.9939166666666667,0,0,0.0,30.323687214611873
74,0.19876666666666667,79.50666666666667,0.9938333333333333,0,0,0.0,30.719786036036037
75,0.1490625,59.625,0.99375,0,0,0.0,31.37027777777778
76,0.07452500000000001,29.810000000000002,0.9936666666666667,0,0,0.0,31.742050438596493
77,0.0,0.0,0.9935833333333334,0,0,0.0,31.716958874458875
78,0.0745125,29.805,0.9935,0,0,0.0,31.3103311965812
79,0.22351875,89.4075,0.9934166666666666,0,0,0.0,31.291276371308015
80,0.0,0.0,0.9933333333333333,0,0,0.0,32.01772916666666
81,0.19865000000000002,79.46000000000001,0.99325,0,0,0.0,31.62244855967078
82,0.148975,59.589999999999996,0.9931666666666666,0,0,0.0,32.20583333333333
83,0.1489625,59.585,0.9930833333333333,0,0,0.0,32.535763052208836
84,0.0,0.0,0.993,0,0,0.0,32.85777777777778
85,0.1489375,59.575,0.9929166666666667,0,0,0.0,32.47121568627451
86,0.148925,59.57,0.9928333333333333,0,0,0.0,32.786375968992246
87,0.0,0.0,0.99275,0,0,0.0,33.094233716475095
88,0.1489,59.56,0.9926666666666667,0,0,0.0,32.71816287878788
89,0.0,0.0,0.9925833333333334,0,0,0.0,33.019756554307115
90,0.0744375,29.775000000000002,0.9925,0,0,0.0,32.652870370370366
91,0.07443124999999999,29.772499999999997,0.9924166666666666,0,0,0.0,32.62124542124542
92,0.074425,29.77,0.9923333333333333,0,0,0.0,32.59028079710145
93,0.14883749999999998,59.535,0.99225,0,0,0.0,32.559955197132616
94,0.0744125,29.765,0.9921666666666666,0,0,0.0,32.846923758865245
95,0.1488125,59.525,0.9920833333333333,0,0,0.0,32.81448245614035
96,0.0,0.0,0.992,0,0,0.0,33.09271701388889
97,0.1487875,59.515,0.9919166666666667,0,0,0.0,32.751554982817865
98,0.0743875,29.755,0.9918333333333333,0,0,0.0,33.02465136054421
99,0.07438125000000001,29.7525,0.99175,0,0,0,32.991624579124576
100,0.074375,29.75,0.9916666666666667,0,0,0.0,32.95923333333333
101,0.0,0.0,0.9915833333333334,0,0,0.0,33.25673333333333
102,0.0743625,29.745,0.9915,0,0,0.0,32.95675833333333
103,0.07435625,29.7425,0.9914166666666666,0,0,0.0,33.25420833333333
104,0.0,0.0,0.9913333333333333,0,0,0.0,33.25170833333333
105,0.14868749999999997,59.474999999999994,0.99125,0,0,0.0,33.251708333333326
106,0.0,0.0,0.9911666666666666,0,0,0.0,33.84645833333333
107,0.1486625,59.464999999999996,0.9910833333333333,0,0,0.0,33.84645833333333
108,0.14865,59.46,0.991,0,0,0.0,34.44110833333333
109,0.07431875,29.7275,0.9909166666666667,0,0,0.0,34.735908333333334
110,0.0743125,29.725,0.9908333333333333,0,0,0.0,34.43363333333334
111,0.0,0.0,0.99075,0,0,0.0,34.431133333333335
112,0.0,0.0,0.9906666666666667,0,0,0.0,33.53195833333333
113,0.07429375,29.7175,0.9905833333333334,0,0,0.0,33.23225833333333
114,0.0742875,29.715,0.9905,0,0,0.0,33.22975833333333
115,0.14856250000000001,59.425000000000004,0.9904166666666667,0,0,0.0,33.52690833333334
116,0.14855,59.419999999999995,0.9903333333333333,0,0,0.0,33.521908333333336
117,0.0,0.0,0.99025,0,0,0.0,33.81650833333334
118,0.0742625,29.705,0.9901666666666666,0,0,0.0,33.516933333333334
119,0.07425625,29.7025,0.9900833333333333,0,0,0.0,33.21488333333334
120,0.0,0.0,0.99,0,0,0.0,32.91285833333333
121,0.0,0.0,0.9899166666666667,0,0,0.0,32.91285833333333
122,0.0742375,29.695,0.9898333333333333,0,0,0.0,32.61338333333333
123,0.07423125,29.6925,0.98975,0,0,0.0,32.910333333333334
124,0.074225,29.69,0.9896666666666667,0,0,0.0,32.30898333333334
125,0.22265625,89.0625,0.9895833333333334,0,0,0.0,32.00708333333334
126,0.0,0.0,0.9895,0,0,0.0,32.29895833333333
127,0.07420624999999999,29.682499999999997,0.9894166666666666,0,0,0.0,31.999608333333335
128,0.0742,29.68,0.9893333333333333,0,0,0.0,31.99710833333333
129,0.07419375,29.6775,0.98925,0,0,0.0,32.293908333333334
130,0.0,0.0,0.9891666666666666,0,0,0.0,32.29140833333333
131,0.12363541666666666,49.454166666666666,0.9890833333333333,0,0,0.0,31.69290833333333
132,0.14834999999999998,59.339999999999996,0.989,0,0,0.0,30.890808333333336
133,0.0,0.0,0.9889166666666667,0,0,0.0,31.484208333333335
134,0.14832499999999998,59.33,0.9888333333333333,0,0,0.0,30.28750833333334
135,0.07415625,29.6625,0.98875,0,0,0.0,30.581658333333333
136,0.07415,29.66,0.9886666666666667,0,0,0.0,30.57915833333333
137,0.22243125000000002,88.97250000000001,0.9885833333333334,0,0,0.0,29.779058333333328
138,0.14827500000000002,59.31,0.9885,0,0,0.0,30.369708333333325
139,0.14826250000000002,59.30500000000001,0.9884166666666667,0,0,0.0,30.962808333333324
140,0.14825,59.3,0.9883333333333333,0,0,0.0,30.957808333333322
141,0.27176875,108.7075,0.98825,0,0,0.0,31.25180833333333
142,0.0,0.0,0.9881666666666666,0,0,0.0,32.33888333333333
143,0.1482125,59.285,0.9880833333333333,0,0,0.0,32.338883333333335
144,0.1482,59.28,0.988,0,0,0.0,31.835674999999995
145,0.07409375,29.6375,0.9879166666666667,0,0,0.0,32.129574999999996
146,0.0,0.0,0.9878333333333333,0,0,0.0,32.127075
147,0.07408125,29.6325,0.98775,0,0,0.0,32.127075
148,0.074075,29.630000000000003,0.9876666666666667,0,0,0.0,32.12457500000001
149,0.1481375,59.255,0.9875833333333334,0,0,0.0,31.922874999999998
150,0.0740625,29.625,0.9875,0,0,0.0,32.515425
151,0.07405625,29.622500000000002,0.9874166666666667,0,0,0.0,32.811675
152,0.22214999999999996,88.85999999999999,0.9873333333333333,0,0,0.0,32.809175
153,0.07404375,29.6175,0.98725,0,0,0.0,33.399075
154,0.0,0.0,0.9871666666666666,0,0,0.0,33.396575
155,0.0,0.0,0.9870833333333333,0,0,0.0,33.396575
156,0.27142499999999997,108.57,0.987,0,0,0.0,33.396575
157,0.07401875000000001,29.6075,0.9869166666666667,0,0,0.0,34.482275
158,0.0,0.0,0.9868333333333333,0,0,0.0,34.77835
159,0.07400625,29.6025,0.98675,0,0,0.0,34.77835
160,0.14800000000000002,59.2,0.9866666666666667,0,0,0.0,35.074375
161,0.1479875,59.195,0.9865833333333334,0,0,0.0,35.069374999999994
162,0.07398750000000001,29.595000000000002,0.9865,0,0,0.0,35.064375
163,0.07398125,29.5925,0.9864166666666667,0,0,0.0,35.360324999999996
164,0.073975,29.59,0.9863333333333333,0,0,0.0,35.65624999999999
165,0.07396875,29.5875,0.98625,0,0,0.0,35.65375
166,0.0739625,29.585,0.9861666666666666,0,0,0.0,35.352875
167,0.0,0.0,0.9860833333333333,0,0,0.0,35.648725000000006
168,0.07395,29.58,0.986,0,0,0.0,35.35040000000001
169,0.1478875,59.155,0.9859166666666667,0,0,0.0,35.3479
170,0.0739375,29.575,0.9858333333333333,0,0,0.0,35.93945
171,0.07393125,29.5725,0.98575,0,0,0.0,36.2352
172,0.14785,59.14,0.9856666666666667,0,0,0.0,35.43743333333333
173,0.0,0.0,0.9855833333333334,0,0,0.0,36.02883333333333
174,0.0739125,29.565,0.9855,0,0,0.0,35.43248333333333
175,0.1478125,59.125,0.9854166666666667,0,0,0.0,34.93306666666667
176,0.1478,59.12,0.9853333333333333,0,0,0.0,34.928066666666666
177,0.07389375,29.557499999999997,0.98525,0,0,0.0,35.22116666666666
178,0.0738875,29.555,0.9851666666666666,0,0,0.0,35.51674166666666
179,0.0,0.0,0.9850833333333333,0,0,0.0,35.51424166666666
180,0.073875,29.55,0.985,0,0,0.0,34.62016666666666
181,0.0,0.0,0.9849166666666667,0,0,0.0,34.91566666666666
182,0.0738625,29.545,0.9848333333333333,0,0,0.0,34.121066666666664
183,0.07385625,29.5425,0.98475,0,0,0.0,33.820616666666666
184,0.19693333333333335,78.77333333333334,0.9846666666666667,0,0,0.0,33.52019166666666
185,0.07384375,29.5375,0.9845833333333334,0,0,0.0,34.307925
186,0.0738375,29.535,0.9845,0,0,0.0,34.00755
187,0.0,0.0,0.9844166666666667,0,0,0.0,33.7072
188,0.07382499999999999,29.529999999999998,0.9843333333333333,0,0,0.0,33.7072
189,0.22145625,88.5825,0.98425,0,0,0.0,33.40689999999999
190,0.0738125,29.525,0.9841666666666666,0,0,0.0,34.292725
191,0.07380625,29.5225,0.9840833333333333,0,0,0.0,34.29022500000001
192,0.0738,29.52,0.984,0,0,0.0,34.287725
193,0.0,0.0,0.9839166666666667,0,0,0.0,34.285225
194,0.0737875,29.515,0.9838333333333333,0,0,0.0,33.689875
195,0.0,0.0,0.98375,0,0,0.0,33.687374999999996
196,0.07377500000000001,29.51,0.9836666666666667,0,0,0.0,33.092124999999996
197,0.0,0.0,0.9835833333333334,0,0,0.0,33.387225
198,0.07376250000000001,29.505000000000003,0.9835,0,0,0.0,32.792075
199,0.07375625000000001,29.5025,0.9834166666666667,0,0,0,32.789575
200,0.1475,59.0,0.9833333333333333,0,0,0.0,32.787075
201,0.0,0.0,0.98325,0,0,0.0,33.079575
202,0.0,0.0,0.9831666666666666,0,0,0.0,33.079575
203,0.07373125,29.4925,0.9830833333333333,0,0,0.0,32.782125
204,0.073725,29.49,0.983,0,0,0.0,32.779624999999996
205,0.0,0.0,0.9829166666666667,0,0,0.0,33.074524999999994
206,0.0737125,29.485,0.9828333333333333,0,0,0.0,32.479775
207,0.07370625,29.4825,0.98275,0,0,0.0,32.77462499999999
208,0.0737,29.48,0.9826666666666667,0,0,0.0,32.4748
209,0.07369375,29.4775,0.9825833333333334,0,0,0.0,32.175
210,0.0,0.0,0.9825,0,0,0.0,32.1725
211,0.0,0.0,0.9824166666666667,0,0,0.0,31.87525
212,0.0,0.0,0.9823333333333333,0,0,0.0,31.87525
213,0.07366874999999999,29.467499999999998,0.98225,0,0,0.0,31.87525
214,0.0736625,29.465,0.9821666666666666,0,0,0.0,31.87275
215,0.0,0.0,0.9820833333333333,0,0,0.0,31.870250000000006
216,0.07365000000000001,29.46,0.982,0,0,0.0,31.276
217,0.0,0.0,0.9819166666666667,0,0,0.0,30.9764
218,0.0,0.0,0.9818333333333333,0,0,0.0,30.9764
219,0.07363125,29.4525,0.98175,0,0,0.0,30.679349999999996
220,0.0,0.0,0.9816666666666667,0,0,0.0,30.676849999999995
221,0.22085625,88.3425,0.9815833333333334,0,0,0.0,30.676849999999995
222,0.0736125,29.445,0.9815,0,0,0.0,31.560274999999997
223,0.07360625000000001,29.442500000000003,0.9814166666666667,0,0,0.0,31.557774999999996
224,0.0,0.0,0.9813333333333333,0,0,0.0,31.555275
225,0.07359375,29.4375,0.98125,0,0,0.0,31.258375
226,0.0,0.0,0.9811666666666666,0,0,0.0,30.662125
227,0.0,0.0,0.9810833333333333,0,0,0.0,30.662125
228,0.073575,29.43,0.981,0,0,0.0,30.365299999999998
229,0.0,0.0,0.9809166666666667,0,0,0.0,30.362799999999996
230,0.147125,58.85,0.9808333333333333,0,0,0.0,30.066024999999996
231,0.07355625,29.4225,0.98075,0,0,0.0,30.654525
232,0.0,0.0,0.9806666666666667,0,0,0.0,30.45420833333333
233,0.07354375,29.4175,0.9805833333333334,0,0,0.0,29.860808333333335
234,0.0735375,29.415000000000003,0.9805,0,0,0.0,30.154983333333334
235,0.0,0.0,0.9804166666666667,0,0,0.0,29.855833333333337
236,0.073525,29.409999999999997,0.9803333333333333,0,0,0.0,29.55920833333333
237,0.0,0.0,0.98025,0,0,0.0,29.556708333333333
238,0.0735125,29.404999999999998,0.9801666666666666,0,0,0.0,28.666983333333327
239,0.1470125,58.805,0.9800833333333333,0,0,0.0,28.36793333333333
240,0.245,98.0,0.98,0,0,0.0,28.36293333333333
241,0.07349375,29.3975,0.9799166666666667,0,0,0.0,28.749933333333335
242,0.0,0.0,0.9798333333333333,0,0,0.0,27.956833333333336
243,0.0,0.0,0.97975,0,0,0.0,27.95683333333333
244,0.073475,29.39,0.9796666666666667,0,0,0.0,27.363983333333337
245,0.07346875,29.3875,0.9795833333333334,0,0,0.0,27.065083333333334
246,0.0,0.0,0.9795,0,0,0.0,27.06258333333333
247,0.07345625,29.3825,0.9794166666666667,0,0,0.0,27.06258333333333
248,0.0,0.0,0.9793333333333334,0,0,0.0,27.06008333333333
249,0.26929375,107.7175,0.97925,0,0,0.0,26.763783333333333
250,0.0734375,29.375,0.9791666666666666,0,0,0.0,27.248408333333337
251,0.1468625,58.745,0.9790833333333333,0,0,0.0,27.245908333333336
252,0.073425,29.37,0.979,0,0,0.0,27.537133333333337
253,0.0,0.0,0.9789166666666667,0,0,0.0,26.942233333333334
254,0.07341249999999999,29.365,0.9788333333333333,0,0,0.0,26.64605833333333
255,0.07340625,29.3625,0.97875,0,0,0.0,26.93970833333333
256,0.07339999999999999,29.36,0.9786666666666667,0,0,0.0,27.23333333333333
257,0.19571666666666665,78.28666666666666,0.9785833333333334,0,0,0.0,26.441233333333333
258,0.0,0.0,0.9785,0,0,0.0,26.928024999999998
259,0.0,0.0,0.9784166666666667,0,0,0.0,26.928025
260,0.14675,58.699999999999996,0.9783333333333333,0,0,0.0,26.632
261,0.07336875,29.3475,0.97825,0,0,0.0,26.627
262,0.146725,58.69,0.9781666666666666,0,0,0.0,26.328524999999996
263,0.2689729166666667,107.58916666666667,0.9780833333333333,0,0,0.0,26.619474999999998
264,0.1956,78.24,0.978,0,0,0.0,27.399441666666657
265,0.22003124999999998,88.01249999999999,0.9779166666666667,0,0,0.0,27.885941666666664
266,0.0733375,29.335,0.9778333333333333,0,0,0.0,28.47019166666666
267,0.26888124999999996,107.55250000000001,0.97775,0,0,0.0,28.46769166666666
268,0.26885833333333337,107.54333333333334,0.9776666666666667,0,0,0.0,29.54321666666666
269,0.07331875,29.3275,0.9775833333333334,0,0,0.0,30.322850000000003
270,0.0733125,29.325000000000003,0.9775,0,0,0.0,30.024575000000006
271,0.0,0.0,0.9774166666666667,0,0,0.0,30.022074999999994
272,0.1466,58.64,0.9773333333333334,0,0,0.0,29.726350000000004
273,0.07329374999999999,29.3175,0.97725,0,0,0.0,29.721349999999997
274,0.19543333333333332,78.17333333333333,0.9771666666666666,0,0,0.0,30.014525
275,0.26869791666666665,107.47916666666666,0.9770833333333333,0,0,0.0,30.500608333333336
276,0.07327499999999999,29.31,0.977,0,0,0.0,30.98415
277,0.07326875000000001,29.3075,0.9769166666666667,0,0,0.0,30.68605
278,0.12210416666666667,48.84166666666667,0.9768333333333333,0,0,0.0,30.683549999999997
279,0.07325625000000001,29.302500000000002,0.97675,0,0,0.0,30.876416666666664
280,0.07325,29.3,0.9766666666666667,0,0,0.0,31.16944166666666
281,0.07324375,29.2975,0.9765833333333334,0,0,0.0,31.166941666666666
282,0.07323750000000001,29.295,0.9765,0,0,0.0,31.45991666666667
283,0.1464625,58.585,0.9764166666666667,0,0,0.0,31.457416666666667
284,0.14645000000000002,58.580000000000005,0.9763333333333334,0,0,0.0,31.74784166666667
285,0.0,0.0,0.97625,0,0,0.0,31.545908333333337
286,0.26844583333333333,107.37833333333333,0.9761666666666666,0,0,0.0,31.250533333333333
287,0.07320625,29.2825,0.9760833333333333,0,0,0.0,32.02896666666666
288,0.0732,29.28,0.976,0,0,0.0,32.32179166666666
289,0.07319375,29.2775,0.9759166666666667,0,0,0.0,32.319291666666665
290,0.0,0.0,0.9758333333333333,0,0,0.0,31.726241666666667
291,0.07318125,29.2725,0.97575,0,0,0.0,31.430991666666667
292,0.2683083333333333,107.32333333333332,0.9756666666666667,0,0,0.0,31.428491666666673
293,0.0,0.0,0.9755833333333334,0,0,0.0,32.206525
294,0.0731625,29.265,0.9755,0,0,0.0,32.206525
295,0.07315625,29.262500000000003,0.9754166666666667,0,0,0.0,32.204024999999994
296,0.07315,29.26,0.9753333333333334,0,0,0.0,32.49665
297,0.14628750000000001,58.515,0.97525,0,0,0.0,32.49415
298,0.0731375,29.255,0.9751666666666666,0,0,0.0,33.079299999999996
299,0.12188541666666666,48.75416666666666,0.9750833333333333,0,0,0,33.0768
300,0.0,0.0,0.975,0,0,0.0,33.26931666666667
301,0.0,0.0,0.9749166666666667,0,0,0.0,32.679316666666665
302,0.0731125,29.245,0.9748333333333333,0,0,0.0,32.679316666666665
303,0.1462125,58.485,0.97475,0,0,0.0,32.97176666666666
304,0.12183333333333334,48.733333333333334,0.9746666666666667,0,0,0.0,33.261691666666664
305,0.0,0.0,0.9745833333333334,0,0,0.0,33.454125
306,0.0,0.0,0.9745,0,0,0.0,33.454125
307,0.2679645833333334,107.18583333333333,0.9744166666666667,0,0,0.0,33.159275
308,0.073075,29.23,0.9743333333333334,0,0,0.0,33.93630833333333
309,0.07306875,29.2275,0.97425,0,0,0.0,33.93380833333333
310,0.0,0.0,0.9741666666666666,0,0,0.0,33.931308333333334
311,0.0,0.0,0.9740833333333333,0,0,0.0,33.931308333333334
312,0.1461,58.44,0.974,0,0,0.0,33.931308333333334
313,0.1460875,58.435,0.9739166666666667,0,0,0.0,34.51570833333333
314,0.3164958333333333,126.59833333333333,0.9738333333333333,0,0,0.0,34.80538333333333
315,0.24475000000000002,97.9,0.97375,0,0,0.0,35.77671666666667
316,0.14605,58.42,0.9736666666666667,0,0,0.0,36.755716666666665
317,0.3407541666666667,136.30166666666668,0.9735833333333334,0,0,0.0,37.045316666666665
318,0.07301250000000001,29.205000000000002,0.9735,0,0,0.0,38.40833333333334
319,0.1460125,58.405,0.9734166666666667,0,0,0.0,38.70038333333334
320,0.07300000000000001,29.200000000000003,0.9733333333333334,0,0,0.0,38.98990833333334
321,0.07299375,29.197499999999998,0.97325,0,0,0.0,39.281908333333334
322,0.19463333333333332,77.85333333333332,0.9731666666666666,0,0,0.0,38.69045833333334
323,0.291925,116.77,0.9730833333333333,0,0,0.0,39.17454166666667
324,0.0,0.0,0.973,0,0,0.0,40.04781666666667
325,0.12161458333333335,48.645833333333336,0.9729166666666667,0,0,0.0,40.04781666666667
326,0.0729625,29.185,0.9728333333333333,0,0,0.0,40.239900000000006
327,0.1459125,58.365,0.97275,0,0,0.0,40.531749999999995
328,0.0,0.0,0.9726666666666667,0,0,0.0,41.1154
329,0.0,0.0,0.9725833333333334,0,0,0.0,40.821099999999994
330,0.0729375,29.175,0.9725,0,0,0.0,40.821099999999994
331,0.0,0.0,0.9724166666666667,0,0,0.0,40.52435
332,0.0,0.0,0.9723333333333334,0,0,0.0,40.230125
333,0.3402875,136.115,0.97225,0,0,0.0,40.230125
334,0.14582499999999998,58.33,0.9721666666666666,0,0,0.0,41.2971
335,0.07290624999999999,29.162499999999998,0.9720833333333333,0,0,0.0,41.58624999999999
336,0.0,0.0,0.972,0,0,0.0,41.877875
337,0.0,0.0,0.9719166666666667,0,0,0.0,41.583775
338,0.0,0.0,0.9718333333333333,0,0,0.0,41.583775
339,0.07288125,29.1525,0.97175,0,0,0.0,41.289725
340,0.19433333333333333,77.73333333333333,0.9716666666666667,0,0,0.0,40.993199999999995
341,0.19431666666666664,77.72666666666666,0.9715833333333334,0,0,0.0,40.790533333333336
342,0.145725,58.29,0.9715,0,0,0.0,41.27382500000001
343,0.0,0.0,0.9714166666666667,0,0,0.0,41.856725
344,0.1942666666666667,77.70666666666668,0.9713333333333334,0,0,0.0,41.856725
345,0.21853124999999998,87.4125,0.97125,0,0,0.0,42.339891666666674
346,0.1942333333333333,77.69333333333333,0.9711666666666666,0,0,0.0,42.92014166666668
347,0.3398791666666666,135.95166666666665,0.9710833333333333,0,0,0.0,43.69707500000001
348,0.0,0.0,0.971,0,0,0.0,44.76276666666668
349,0.0,0.0,0.9709166666666667,0,0,0.0,44.76276666666668
350,0.19416666666666665,77.66666666666666,0.9708333333333333,0,0,0.0,43.68559166666668
351,0.07280625,29.1225,0.97075,0,0,0.0,44.168508333333335
352,0.26693333333333336,106.77333333333334,0.9706666666666667,0,0,0.0,43.87228333333334
353,0.26691041666666665,106.76416666666667,0.9705833333333334,0,0,0.0,44.64631666666667
354,0.3882,155.28,0.9705,0,0,0.0,45.71395833333334
355,0.3881666666666667,155.26666666666668,0.9704166666666667,0,0,0.0,46.97310833333333
356,0.19406666666666667,77.62666666666667,0.9703333333333334,0,0,0.0,48.232150000000004
357,0.0,0.0,0.9702500000000001,0,0,0.0,48.714816666666664
358,0.26679583333333334,106.71833333333333,0.9701666666666666,0,0,0.0,47.93195
359,0.07275625,29.1025,0.9700833333333333,0,0,0.0,48.99913333333333
360,0.07275,29.099999999999998,0.97,0,0,0.0,49.29015833333334
361,0.07274375,29.0975,0.9699166666666666,0,0,0.0,48.99415833333333
362,0.2182125,87.285,0.9698333333333333,0,0,0.0,48.99165833333333
363,0.1454625,58.185,0.96975,0,0,0.0,49.277608333333326
364,0.41210833333333335,164.84333333333333,0.9696666666666667,0,0,0.0,48.78356666666667
365,0.4605520833333333,184.22083333333333,0.9695833333333334,0,0,0.0,49.6496
366,0.145425,58.17,0.9695,0,0,0.0,50.61168333333334
367,0.3150604166666667,126.02416666666667,0.9694166666666667,0,0,0.0,50.90003333333334
368,0.1454,58.160000000000004,0.9693333333333334,0,0,0.0,51.08475000000001
369,0.26654374999999997,106.61749999999999,0.96925,0,0,0.0,50.59091666666667
370,0.2665208333333333,106.60833333333332,0.9691666666666666,0,0,0.0,51.36381666666667
371,0.4118604166666667,164.74416666666664,0.9690833333333333,0,0,0.0,52.13665
372,0.072675,29.07,0.969,0,0,0.0,53.784091666666676
373,0.12111458333333333,48.44583333333333,0.9689166666666666,0,0,0.0,53.48839166666666
374,0.21798750000000003,87.19500000000001,0.9688333333333333,0,0,0.0,53.679674999999996
375,0.0,0.0,0.96875,0,0,0.0,53.76989166666665
376,0.19373333333333334,77.49333333333334,0.9686666666666667,0,0,0.0,52.6951
377,0.24214583333333334,96.85833333333333,0.9685833333333334,0,0,0.0,53.176933333333324
378,0.21791249999999998,87.16499999999999,0.9685,0,0,0.0,53.85244166666667
379,0.0,0.0,0.9684166666666667,0,0,0.0,54.235675
380,0.31470833333333337,125.88333333333334,0.9683333333333334,0,0,0.0,53.94265
381,0.2420625,96.825,0.96825,0,0,0.0,54.908483333333336
382,0.12102083333333333,48.40833333333333,0.9681666666666666,0,0,0.0,55.583758333333336
383,0.12101041666666665,48.40416666666666,0.9680833333333333,0,0,0.0,55.77489166666667
