episode,mean_reward,total_reward,decay_factor,shaped_reward_first_step,sparse_reward_first_step,evaluation_reward_greedy,moving_avg_train_reward
1835,0.0,0.0,0.8470833333333333,0,0,0.0,93.808725
1836,0.12705,50.82,0.847,0,0,0.0,92.35451666666665
1837,0.33876666666666666,135.50666666666666,0.8469166666666667,0,0,0.0,91.92184999999999
1838,0.127025,50.81,0.8468333333333333,0,0,0.0,91.82299166666665
1839,0.16935,67.74,0.84675,0,0,0.0,90.44972499999999
1840,0.2328333333333333,93.13333333333333,0.8466666666666667,0,0,0.0,90.69958333333331
1841,0.06349375,25.3975,0.8465833333333334,0,0,0.0,91.63091666666665
1842,0.126975,50.79,0.8465,0,0,0.0,91.11546666666663
1843,0.06348125,25.392500000000002,0.8464166666666667,0,0,0.0,89.9991833333333
1844,0.063475,25.39,0.8463333333333334,0,0,0.0,89.05645833333332
1845,0.06346875,25.3875,0.84625,0,0,0.0,88.37022499999999
1846,0.0634625,25.385,0.8461666666666667,0,0,0.0,87.42768333333335
1847,0.1269125,50.765,0.8460833333333333,0,0,0.0,87.16883333333334
1848,0.12689999999999999,50.76,0.846,0,0,0.0,86.48029999999999
1849,0.40181041666666667,160.72416666666666,0.8459166666666667,0,0,0.0,86.7316
1850,0.126875,50.75,0.8458333333333333,0,0,0.0,87.82629166666668
1851,0.1268625,50.745,0.84575,0,0,0.0,87.65045833333332
1852,0.06342500000000001,25.37,0.8456666666666667,0,0,0.0,87.38923333333334
1853,0.1691166666666667,67.64666666666668,0.8455833333333334,0,0,0.0,86.44733333333333
1854,0.1902375,76.095,0.8455,0,0,0.0,85.50135833333336
1855,0.1268125,50.725,0.8454166666666667,0,0,0.0,84.440025
1856,0.0634,25.36,0.8453333333333333,0,0,0.0,84.43502500000001
1857,0.0,0.0,0.8452500000000001,0,0,0.0,84.43252500000003
1858,0.06338749999999999,25.354999999999997,0.8451666666666666,0,0,0.0,83.23750833333334
1859,0.06338125,25.3525,0.8450833333333333,0,0,0.0,82.97895833333334
1860,0.29574999999999996,118.3,0.845,0,0,0.0,82.80577500000001
1861,0.23235208333333332,92.94083333333333,0.8449166666666666,0,0,0.0,83.05010833333334
1862,0.10560416666666667,42.24166666666667,0.8448333333333333,0,0,0.0,83.72354166666666
1863,0.16895,67.58,0.84475,0,0,0.0,82.695575
1864,0.23228333333333331,92.91333333333333,0.8446666666666667,0,0,0.0,82.43298333333334
1865,0.06334375,25.337500000000002,0.8445833333333334,0,0,0.0,82.59441666666666
1866,0.29557500000000003,118.23000000000002,0.8445,0,0,0.0,81.65370833333333
1867,0.29554583333333334,118.21833333333333,0.8444166666666667,0,0,0.0,80.70392499999998
1868,0.23219166666666666,92.87666666666667,0.8443333333333334,0,0,0.0,81.88610833333333
1869,0.23216874999999998,92.86749999999999,0.84425,0,0,0.0,81.16534166666665
1870,0.12662500000000002,50.650000000000006,0.8441666666666667,0,0,0.0,80.133075
1871,0.16881666666666667,67.52666666666667,0.8440833333333333,0,0,0.0,79.446075
1872,0.2954,118.16,0.844,0,0,0.0,79.18368333333333
1873,0.1265875,50.635,0.8439166666666666,0,0,0.0,80.10958333333333
1874,0.2953416666666666,118.13666666666666,0.8438333333333333,0,0,0.0,79.42278333333334
1875,0.23203125,92.8125,0.84375,0,0,0.0,79.15546666666665
1876,0.4007416666666667,160.29666666666668,0.8436666666666667,0,0,0.0,79.57234166666667
1877,0.2952541666666667,118.10166666666667,0.8435833333333334,0,0,0.0,80.23810833333334
1878,0.126525,50.61,0.8435,0,0,0.0,80.48201666666668
1879,0.1265125,50.605000000000004,0.8434166666666667,0,0,0.0,79.36963333333333
1880,0.23191666666666663,92.76666666666665,0.8433333333333333,0,0,0.0,78.00183333333334
1881,0.35838125000000004,143.35250000000002,0.84325,0,0,0.0,77.99266666666666
1882,0.0632375,25.294999999999998,0.8431666666666666,0,0,0.0,78.48944999999999
1883,0.1264625,50.585,0.8430833333333333,0,0,0.0,78.48695
1884,0.23182499999999998,92.72999999999999,0.843,0,0,0.0,77.28996666666667
1885,0.12643749999999998,50.574999999999996,0.8429166666666666,0,0,0.0,77.45106666666666
1886,0.29499166666666665,117.99666666666667,0.8428333333333333,0,0,0.0,76.25431666666667
1887,0.23175625,92.7025,0.84275,0,0,0.0,76.92358333333333
1888,0.1264,50.56,0.8426666666666667,0,0,0.0,77.33995833333333
1889,0.3580979166666667,143.23916666666668,0.8425833333333334,0,0,0.0,76.39885833333335
1890,0.46337500000000004,185.35000000000002,0.8425,0,0,0.0,76.63996666666667
1891,0.40014791666666677,160.05916666666667,0.8424166666666667,0,0,0.0,77.30230000000002
1892,0.23164166666666666,92.65666666666667,0.8423333333333334,0,0,0.0,77.88199166666668
1893,0.4000687499999999,160.02749999999997,0.8422499999999999,0,0,0.0,78.55335833333335
1894,0.1894875,75.795,0.8421666666666667,0,0,0.0,78.96281666666668
1895,0.23157291666666666,92.62916666666666,0.8420833333333333,0,0,0.0,78.78521666666667
1896,0.23155,92.62,0.842,0,0,0.0,78.77605
1897,0.5261979166666666,210.47916666666666,0.8419166666666666,0,0,0.0,76.89614999999999
1898,0.23150416666666665,92.60166666666666,0.8418333333333333,0,0,0.0,78.06566666666667
1899,0.16835,67.34,0.84175,0,0,0,76.61121666666666
1900,0.3366666666666667,134.66666666666669,0.8416666666666667,0,0,0.0,77.02959166666666
1901,0.39975208333333334,159.90083333333334,0.8415833333333333,0,0,0.0,77.44125833333334
1902,0.126225,50.49,0.8415,0,0,0.0,77.42542499999999
1903,0.4627791666666667,185.11166666666668,0.8414166666666667,0,0,0.0,76.99550833333333
1904,0.4627333333333333,185.0933333333333,0.8413333333333333,0,0,0.0,78.42174999999999
1905,0.2944375,117.775,0.84125,0,0,0.0,79.76288333333333
1906,0.10514583333333333,42.05833333333333,0.8411666666666666,0,0,0.0,80.26096666666666
1907,0.29437916666666664,117.75166666666667,0.8410833333333333,0,0,0.0,80.17185
1908,0.0,0.0,0.841,0,0,0.0,80.58489166666666
1909,0.0,0.0,0.8409166666666666,0,0,0.0,80.33009166666668
1910,0.16816666666666666,67.26666666666667,0.8408333333333333,0,0,0.0,79.39591666666666
1911,0.23120625,92.4825,0.84075,0,0,0.0,80.06858333333334
1912,0.23118333333333332,92.47333333333333,0.8406666666666667,0,0,0.0,79.80469166666667
1913,0.29420416666666666,117.68166666666667,0.8405833333333333,0,0,0.0,79.795525
1914,0.5253125,210.125,0.8405,0,0,0.0,79.614075
1915,0.18909375,75.6375,0.8404166666666667,0,0,0.0,81.03625833333332
1916,0.5882333333333334,235.29333333333335,0.8403333333333334,0,0,0.0,81.36825833333333
1917,0.4621375,184.855,0.8402499999999999,0,0,0.0,83.04225833333332
1918,0.4490791666666667,179.63166666666672,0.8401666666666667,0,0,0.0,83.70279166666667
1919,0.23102291666666666,92.40916666666666,0.8400833333333333,0,0,0.0,84.82030833333333
1920,0.126,50.4,0.84,0,0,0.0,85.32019166666664
1921,0.06299375,25.197499999999998,0.8399166666666666,0,0,0.0,84.89102499999998
1922,0.39892083333333334,159.56833333333336,0.8398333333333333,0,0,0.0,84.88852499999999
1923,0.33590000000000003,134.36,0.83975,0,0,0.0,85.296775
1924,0.29388333333333333,117.55333333333334,0.8396666666666667,0,0,0.0,85.87709999999998
1925,0.1259375,50.375,0.8395833333333333,0,0,0.0,86.11983333333333
1926,0.2308625,92.345,0.8395,0,0,0.0,86.11483333333334
1927,0.4616791666666667,184.67166666666668,0.8394166666666667,0,0,0.0,85.93609999999998
1928,0.3018,120.72,0.8393333333333333,0,0,0.0,87.35894166666665
1929,0.23079375000000005,92.31750000000002,0.83925,0,0,0.0,88.05754166666665
1930,0.25175,100.69999999999999,0.8391666666666666,0,0,0.0,88.04837499999998
1931,0.5244270833333333,209.77083333333331,0.8390833333333333,0,0,0.0,88.123125
1932,0.3565749999999999,142.63,0.839,0,0,0.0,89.54289999999999
1933,0.35653958333333335,142.61583333333334,0.8389166666666666,0,0,0.0,90.715
1934,0.5662124999999999,226.48499999999999,0.8388333333333333,0,0,0.0,91.20918333333334
1935,0.23065625,92.2625,0.83875,0,0,0.0,92.54215
1936,0.2935333333333333,117.41333333333334,0.8386666666666667,0,0,0.0,93.464775
1937,0.2935041666666667,117.40166666666667,0.8385833333333333,0,0,0.0,94.13070833333335
1938,0.46925000000000006,187.70000000000002,0.8385,0,0,0.0,93.94965833333333
1939,0.251525,100.61,0.8384166666666667,0,0,0.0,95.31855833333334
1940,0.46108333333333335,184.43333333333334,0.8383333333333334,0,0,0.0,95.64725833333335
1941,0.46103749999999993,184.41499999999996,0.8382499999999999,0,0,0.0,96.56025833333334
1942,0.23049583333333337,92.19833333333335,0.8381666666666667,0,0,0.0,98.15043333333335
1943,0.5238020833333333,209.52083333333331,0.8380833333333333,0,0,0.0,98.56451666666668
1944,0.4609,184.35999999999999,0.838,0,0,0.0,100.4058
1945,0.0,0.0,0.8379166666666666,0,0,0.0,101.9955
1946,0.5236458333333333,209.45833333333331,0.8378333333333333,0,0,0.0,101.74162500000003
1947,0.41887500000000005,167.55,0.83775,0,0,0.0,103.58235833333336
1948,0.23035833333333333,92.14333333333333,0.8376666666666667,0,0,0.0,104.75020833333333
1949,0.36409375,145.63750000000002,0.8375833333333333,0,0,0.0,105.16404166666668
1950,0.125625,50.25,0.8375,0,0,0.0,105.013175
1951,0.06280625000000001,25.122500000000002,0.8374166666666667,0,0,0.0,105.00817500000001
1952,0.4186666666666667,167.46666666666667,0.8373333333333334,0,0,0.0,104.75195
1953,0.35583124999999993,142.3325,0.83725,0,0,0.0,106.17291666666667
1954,0.23022083333333335,92.08833333333334,0.8371666666666666,0,0,0.0,106.91977500000002
1955,0.251125,100.45,0.8370833333333334,0,0,0.0,107.07970833333333
1956,0.16740000000000002,66.96000000000001,0.837,0,0,0.0,107.57695833333335
1957,0.39753541666666664,159.01416666666665,0.8369166666666666,0,0,0.0,107.99295833333333
1958,0.25105,100.42,0.8368333333333333,0,0,0.0,109.5831
1959,0.251025,100.41,0.83675,0,0,0.0,110.33374999999998
1960,0.5856666666666667,234.26666666666668,0.8366666666666667,0,0,0.0,111.08432499999999
1961,0.0,0.0,0.8365833333333333,0,0,0.0,112.24399166666666
1962,0.376425,150.57,0.8365,0,0,0.0,111.31458333333335
1963,0.39729791666666664,158.91916666666665,0.8364166666666667,0,0,0.0,112.39786666666667
1964,0.062725,25.09,0.8363333333333334,0,0,0.0,113.31125833333334
1965,0.22996875000000003,91.9875,0.8362499999999999,0,0,0.0,112.633025
1966,0.5935083333333333,237.40333333333336,0.8361666666666667,0,0,0.0,113.29952499999999
1967,0.40533541666666667,162.13416666666666,0.8360833333333333,0,0,0.0,114.49125833333333
1968,0.6851999999999999,274.08,0.836,0,0,0.0,114.93041666666667
1969,0.10448958333333333,41.795833333333334,0.8359166666666666,0,0,0.0,116.74244999999999
1970,0.5223958333333333,208.95833333333331,0.8358333333333333,0,0,0.0,116.23173333333334
1971,0.45966250000000003,183.86499999999998,0.83575,0,0,0.0,117.81481666666667
1972,0.5849666666666666,233.98666666666665,0.8356666666666667,0,0,0.0,118.97820000000002
1973,0.06266875,25.0675,0.8355833333333333,0,0,0.0,120.13646666666665
1974,0.2297625,91.905,0.8355,0,0,0.0,119.88079166666667
1975,0.06265625,25.0625,0.8354166666666667,0,0,0.0,119.618475
1976,0.06265000000000001,25.060000000000002,0.8353333333333334,0,0,0.0,118.94097499999998
1977,0.22969375000000003,91.8775,0.83525,0,0,0.0,117.58860833333334
1978,0.0,0.0,0.8351666666666666,0,0,0.0,117.32636666666667
1979,0.2296479166666667,91.85916666666668,0.8350833333333334,0,0,0.0,116.82026666666668
1980,0.06262499999999999,25.049999999999997,0.835,0,0,0.0,117.23280833333332
1981,0.22960208333333332,91.84083333333334,0.8349166666666666,0,0,0.0,116.55564166666667
1982,0.0626125,25.044999999999998,0.8348333333333333,0,0,0.0,116.04052500000002
1983,0.2921625,116.865,0.83475,0,0,0.0,116.038025
1984,0.22953333333333334,91.81333333333333,0.8346666666666667,0,0,0.0,116.70082499999998
1985,0.06259375,25.0375,0.8345833333333333,0,0,0.0,116.69165833333332
1986,0.25035,100.14,0.8345,0,0,0.0,116.43628333333334
1987,0.0,0.0,0.8344166666666667,0,0,0.0,116.25771666666665
1988,0.187725,75.09,0.8343333333333334,0,0,0.0,115.33069166666667
1989,0.27941874999999994,111.76749999999998,0.8342499999999999,0,0,0.0,115.57599166666665
1990,0.06256250000000001,25.025000000000002,0.8341666666666667,0,0,0.0,115.26127499999998
1991,0.29192916666666663,116.77166666666666,0.8340833333333333,0,0,0.0,113.658025
1992,0.22935,91.74,0.834,0,0,0.0,113.22515
1993,0.06254375,25.0175,0.8339166666666666,0,0,0.0,113.21598333333333
1994,0.16676666666666665,66.70666666666666,0.8338333333333333,0,0,0.0,111.86588333333333
1995,0.11253125000000001,45.0125,0.83375,0,0,0.0,111.77500000000002
1996,0.22925833333333334,91.70333333333333,0.8336666666666667,0,0,0.0,111.29883333333333
1997,0.22923541666666666,91.69416666666666,0.8335833333333333,0,0,0.0,111.28966666666668
1998,0.2292125,91.685,0.8335,0,0,0.0,110.10181666666665
1999,0.1250125,50.005,0.8334166666666667,0,0,0,110.09264999999998
2000,0.16666666666666669,66.66666666666667,0.8333333333333334,0,0,0.0,109.91929999999998
2001,0.12498750000000002,49.995000000000005,0.83325,0,0,0.0,109.23929999999997
2002,0.12497499999999999,49.989999999999995,0.8331666666666666,0,0,0.0,108.14024166666667
2003,0.2915791666666667,116.63166666666669,0.8330833333333334,0,0,0.0,108.13524166666664
2004,0.12494999999999999,49.98,0.833,0,0,0.0,107.45044166666666
2005,0.06246875,24.9875,0.8329166666666666,0,0,0.0,106.09930833333334
2006,0.5205208333333333,208.20833333333331,0.8328333333333333,0,0,0.0,105.17143333333331
2007,0.45801250000000004,183.20499999999998,0.83275,0,0,0.0,106.83293333333332
2008,0.0,0.0,0.8326666666666667,0,0,0.0,107.48746666666666
2009,0.1248875,49.955,0.8325833333333333,0,0,0.0,107.48746666666666
2010,0.1040625,41.625,0.8325,0,0,0.0,107.98701666666668
2011,0.249725,99.89,0.8324166666666667,0,0,0.0,107.73059999999998
2012,0.06242500000000001,24.970000000000002,0.8323333333333334,0,0,0.0,107.80467499999999
2013,0.32048125,128.1925,0.8322499999999999,0,0,0.0,107.12964166666664
2014,0.12482500000000002,49.93000000000001,0.8321666666666667,0,0,0.0,107.23474999999999
2015,0.24962499999999999,99.85,0.8320833333333333,0,0,0.0,105.63279999999999
2016,0.0,0.0,0.832,0,0,0.0,105.87492499999999
2017,0.0,0.0,0.8319166666666666,0,0,0.0,103.52199166666668
2018,0.4159166666666667,166.36666666666667,0.8318333333333333,0,0,0.0,101.67344166666668
2019,0.36190625,144.7625,0.83175,0,0,0.0,101.54079166666668
2020,0.47820833333333335,191.2833333333333,0.8316666666666667,0,0,0.0,102.06432500000001
2021,0.29105416666666667,116.42166666666667,0.8315833333333333,0,0,0.0,103.47315833333334
2022,0.0623625,24.945,0.8315,0,0,0.0,104.3854
2023,0.16628333333333334,66.51333333333334,0.8314166666666667,0,0,0.0,103.03916666666667
2024,0.2909666666666667,116.38666666666668,0.8313333333333334,0,0,0.0,102.36070000000001
2025,0.40328125,161.3125,0.83125,0,0,0.0,102.34903333333335
2026,0.2285708333333333,91.42833333333333,0.8311666666666666,0,0,0.0,103.45840833333334
2027,0.29087916666666663,116.35166666666666,0.8310833333333334,0,0,0.0,103.44924166666668
2028,0.22852499999999998,91.41,0.831,0,0,0.0,102.76604166666668
2029,0.2908208333333333,116.32833333333333,0.8309166666666666,0,0,0.0,102.47294166666669
2030,0.0623125,24.925,0.8308333333333333,0,0,0.0,102.71305000000001
2031,0.29076250000000003,116.305,0.83075,0,0,0.0,101.9553
2032,0.4568666666666667,182.74666666666667,0.8306666666666667,0,0,0.0,101.02064166666665
2033,0.2284104166666667,91.36416666666668,0.8305833333333333,0,0,0.0,101.4218083333333
2034,0.290675,116.27000000000001,0.8305,0,0,0.0,100.90929166666665
2035,0.45672916666666663,182.69166666666666,0.8304166666666667,0,0,0.0,99.80714166666665
2036,0.2283416666666667,91.33666666666667,0.8303333333333334,0,0,0.0,100.71143333333333
2037,0.29058749999999994,116.23499999999999,0.8302499999999999,0,0,0.0,100.45066666666668
2038,0.2905583333333333,116.22333333333333,0.8301666666666667,0,0,0.0,100.43900000000002
2039,0.2282729166666667,91.30916666666667,0.8300833333333333,0,0,0.0,99.72423333333334
2040,0.06225,24.9,0.83,0,0,0.0,99.631225
2041,0.3942104166666667,157.68416666666667,0.8299166666666666,0,0,0.0,98.03589166666664
2042,0.16596666666666668,66.38666666666667,0.8298333333333333,0,0,0.0,97.76858333333331
2043,0.3319,132.76,0.82975,0,0,0.0,97.51046666666666
2044,0.6844750000000001,273.79,0.8296666666666667,0,0,0.0,96.74285833333333
2045,0.22813541666666665,91.25416666666666,0.8295833333333333,0,0,0.0,97.63715833333333
2046,0.0,0.0,0.8295,0,0,0.0,98.54970000000003
2047,0.3939729166666666,157.58916666666667,0.8294166666666667,0,0,0.0,96.4551166666667
2048,0.2902666666666666,116.10666666666668,0.8293333333333334,0,0,0.0,96.35550833333335
2049,0.51828125,207.3125,0.82925,0,0,0.0,96.59514166666668
2050,0.4560416666666666,182.41666666666663,0.8291666666666666,0,0,0.0,97.21189166666665
2051,0.0,0.0,0.8290833333333334,0,0,0.0,98.53355833333333
2052,0.062174999999999994,24.869999999999997,0.829,0,0,0.0,98.28233333333331
2053,0.5180729166666667,207.22916666666669,0.8289166666666666,0,0,0.0,96.85636666666666
2054,0.12432499999999999,49.73,0.8288333333333333,0,0,0.0,97.50533333333334
2055,0.45581249999999995,182.325,0.82875,0,0,0.0,97.08175
2056,0.2900333333333333,116.01333333333334,0.8286666666666667,0,0,0.0,97.9005
2057,0.22786041666666665,91.14416666666668,0.8285833333333333,0,0,0.0,98.39103333333333
2058,0.41424999999999995,165.7,0.8285,0,0,0.0,97.71233333333335
2059,0.06213125,24.8525,0.8284166666666667,0,0,0.0,98.36513333333336
2060,0.12425000000000001,49.7,0.8283333333333334,0,0,0.0,97.60955833333337
2061,0.22776874999999996,91.10749999999999,0.8282499999999999,0,0,0.0,95.7638916666667
2062,0.23633749999999998,94.535,0.8281666666666667,0,0,0.0,96.67496666666668
2063,0.5175520833333332,207.02083333333331,0.8280833333333333,0,0,0.0,96.11461666666668
2064,0.06210000000000001,24.840000000000003,0.8280000000000001,0,0,0.0,96.59563333333335
2065,0.35186458333333326,140.7458333333333,0.8279166666666666,0,0,0.0,96.59313333333336
2066,0.2897416666666667,115.89666666666668,0.8278333333333333,0,0,0.0,97.08071666666666
2067,0.18624375,74.4975,0.82775,0,0,0.0,95.86565
2068,0.3517583333333333,140.70333333333332,0.8276666666666667,0,0,0.0,94.98928333333333
2069,0.2275854166666667,91.03416666666666,0.8275833333333333,0,0,0.0,93.65551666666666
2070,0.24825,99.3,0.8275,0,0,0.0,94.14789999999999
2071,0.22753958333333338,91.01583333333335,0.8274166666666667,0,0,0.0,93.05131666666666
2072,0.22751666666666664,91.00666666666666,0.8273333333333334,0,0,0.0,92.12282499999998
2073,0.35158124999999996,140.63250000000002,0.82725,0,0,0.0,90.69302499999999
2074,0.3929041666666666,157.16166666666663,0.8271666666666666,0,0,0.0,91.84867499999999
2075,0.2894791666666667,115.79166666666667,0.8270833333333334,0,0,0.0,92.50124166666666
2076,0.227425,90.97,0.827,0,0,0.0,93.40853333333332
2077,0.5168229166666667,206.72916666666666,0.8269166666666666,0,0,0.0,94.06763333333332
2078,0.22737916666666666,90.95166666666667,0.8268333333333333,0,0,0.0,95.21614999999998
2079,0.6200625,248.025,0.82675,0,0,0.0,96.12566666666663
2080,0.3306666666666667,132.26666666666668,0.8266666666666667,0,0,0.0,97.68732499999999
2081,0.39262708333333335,157.05083333333334,0.8265833333333333,0,0,0.0,98.75949166666663
2082,0.1859625,74.385,0.8265,0,0,0.0,99.41159166666665
2083,0.2892458333333333,115.69833333333332,0.8264166666666667,0,0,0.0,99.90499166666666
2084,0.39250833333333335,157.00333333333333,0.8263333333333334,0,0,0.0,99.893325
2085,0.22721874999999997,90.8875,0.82625,0,0,0.0,100.54522500000002
2086,0.22719583333333332,90.87833333333333,0.8261666666666667,0,0,0.0,101.20372500000003
2087,0.22717291666666667,90.86916666666667,0.8260833333333333,0,0,0.0,101.11110833333336
2088,0.2891,115.64000000000001,0.8260000000000001,0,0,0.0,102.01980000000003
2089,0.22712708333333334,90.85083333333333,0.8259166666666666,0,0,0.0,102.42530000000002
2090,0.0,0.0,0.8258333333333333,0,0,0.0,102.21613333333335
2091,0.4541625,181.66500000000002,0.82575,0,0,0.0,101.96588333333334
2092,0.10320833333333333,41.28333333333333,0.8256666666666667,0,0,0.0,102.61481666666667
2093,0.35087291666666665,140.34916666666666,0.8255833333333333,0,0,0.0,102.11025000000001
2094,0.288925,115.57,0.8255,0,0,0.0,103.26356666666666
2095,0.061906249999999996,24.7625,0.8254166666666667,0,0,0.0,103.75220000000002
2096,0.061900000000000004,24.76,0.8253333333333334,0,0,0.0,103.54970000000002
2097,0.16505000000000003,66.02000000000001,0.82525,0,0,0.0,102.88026666666667
2098,0.22692083333333332,90.76833333333333,0.8251666666666666,0,0,0.0,102.62352500000001
2099,0.0,0.0,0.8250833333333334,0,0,0,102.61435833333334
2100,0.0,0.0,0.825,0,0,0.0,102.11430833333334
2101,0.22685208333333332,90.74083333333333,0.8249166666666666,0,0,0.0,101.44764166666668
2102,0.22682916666666664,90.73166666666665,0.8248333333333333,0,0,0.0,101.85510000000001
2103,0.1237125,49.485,0.82475,0,0,0.0,102.26251666666667
2104,0.061849999999999995,24.74,0.8246666666666667,0,0,0.0,101.59105
2105,0.22676041666666666,90.70416666666667,0.8245833333333333,0,0,0.0,101.33865
2106,0.0,0.0,0.8245,0,0,0.0,101.99581666666667
2107,0.0,0.0,0.8244166666666667,0,0,0.0,99.91373333333333
2108,0.061825,24.73,0.8243333333333334,0,0,0.0,98.08168333333333
2109,0.0,0.0,0.82425,0,0,0.0,98.32898333333333
2110,0.22664583333333332,90.65833333333333,0.8241666666666667,0,0,0.0,97.82943333333333
2111,0.0,0.0,0.8240833333333333,0,0,0.0,98.31976666666665
2112,0.0,0.0,0.8240000000000001,0,0,0.0,97.32086666666666
2113,0.12358749999999999,49.434999999999995,0.8239166666666666,0,0,0.0,97.07116666666667
2114,0.0,0.0,0.8238333333333333,0,0,0.0,96.28359166666665
2115,0.0,0.0,0.82375,0,0,0.0,95.78429166666665
2116,0.12355000000000001,49.42,0.8236666666666667,0,0,0.0,94.78579166666667
2117,0.1235375,49.415,0.8235833333333333,0,0,0.0,95.27999166666666
2118,0.0,0.0,0.8235,0,0,0.0,95.77414166666668
2119,0.0,0.0,0.8234166666666667,0,0,0.0,94.11047500000001
2120,0.16466666666666668,65.86666666666667,0.8233333333333334,0,0,0.0,92.66285000000002
2121,0.0,0.0,0.82325,0,0,0.0,91.40868333333334
2122,0.4527416666666666,181.09666666666664,0.8231666666666666,0,0,0.0,90.24446666666667
2123,0.22634791666666668,90.53916666666667,0.8230833333333334,0,0,0.0,91.80598333333333
2124,0.0,0.0,0.823,0,0,0.0,92.04624166666666
2125,0.0,0.0,0.8229166666666666,0,0,0.0,90.882375
2126,0.12342499999999999,49.37,0.8228333333333333,0,0,0.0,89.26925
2127,0.22625625,90.5025,0.82275,0,0,0.0,88.84866666666669
2128,0.0,0.0,0.8226666666666667,0,0,0.0,88.59017500000002
2129,0.0,0.0,0.8225833333333333,0,0,0.0,87.676075
2130,0.22618749999999999,90.475,0.8225,0,0,0.0,86.51279166666667
2131,0.1233625,49.345,0.8224166666666667,0,0,0.0,87.16829166666666
2132,0.0,0.0,0.8223333333333334,0,0,0.0,86.49869166666666
2133,0.1233375,49.335,0.82225,0,0,0.0,84.67122499999999
2134,0.34942083333333335,139.76833333333335,0.8221666666666667,0,0,0.0,84.25093333333332
2135,0.0,0.0,0.8220833333333333,0,0,0.0,84.48591666666665
2136,0.06165000000000001,24.660000000000004,0.8220000000000001,0,0,0.0,82.65899999999998
2137,0.0,0.0,0.8219166666666666,0,0,0.0,81.99223333333333
2138,0.0,0.0,0.8218333333333333,0,0,0.0,80.82988333333333
2139,0.1232625,49.305,0.82175,0,0,0.0,79.66765
2140,0.061625,24.65,0.8216666666666667,0,0,0.0,79.24760833333333
2141,0.0,0.0,0.8215833333333333,0,0,0.0,79.24510833333333
2142,0.0,0.0,0.8215,0,0,0.0,77.66826666666665
2143,0.22588958333333334,90.35583333333334,0.8214166666666667,0,0,0.0,77.00439999999999
2144,0.22586666666666666,90.34666666666666,0.8213333333333334,0,0,0.0,76.58035833333332
2145,0.22584375,90.3375,0.82125,0,0,0.0,74.74592499999999
2146,0.0,0.0,0.8211666666666666,0,0,0.0,74.73675833333331
2147,0.2873791666666667,114.95166666666665,0.8210833333333334,0,0,0.0,74.73675833333331
2148,0.184725,73.89,0.821,0,0,0.0,74.31038333333332
2149,0.22575208333333333,90.30083333333333,0.8209166666666666,0,0,0.0,73.88821666666666
2150,0.4514583333333333,180.58333333333331,0.8208333333333333,0,0,0.0,72.7181
2151,0.06155625,24.6225,0.82075,0,0,0.0,72.69976666666668
2152,0.22568333333333335,90.27333333333334,0.8206666666666667,0,0,0.0,72.94599166666667
2153,0.22566041666666667,90.26416666666667,0.8205833333333333,0,0,0.0,73.600025
2154,0.2256375,90.255,0.8205,0,0,0.0,72.430375
2155,0.1230625,49.225,0.8204166666666667,0,0,0.0,72.835625
2156,0.22559166666666666,90.23666666666666,0.8203333333333334,0,0,0.0,71.504625
2157,0.22556875,90.2275,0.82025,0,0,0.0,71.24685833333334
2158,0.22554583333333333,90.21833333333333,0.8201666666666667,0,0,0.0,71.23769166666666
2159,0.22552291666666663,90.20916666666666,0.8200833333333333,0,0,0.0,70.48287499999999
2160,0.22549999999999998,90.2,0.8200000000000001,0,0,0.0,71.13644166666666
2161,0.38946041666666664,155.78416666666666,0.8199166666666666,0,0,0.0,71.54144166666666
2162,0.45090833333333336,180.36333333333334,0.8198333333333333,0,0,0.0,72.18820833333332
2163,0.51234375,204.9375,0.81975,0,0,0.0,73.04649166666665
2164,0.2868833333333334,114.75333333333333,0.8196666666666667,0,0,0.0,73.02565833333333
2165,0.6146875,245.875,0.8195833333333333,0,0,0.0,73.92479166666666
2166,0.22536250000000002,90.14500000000001,0.8195,0,0,0.0,74.97608333333332
2167,0.22533958333333332,90.13583333333332,0.8194166666666667,0,0,0.0,74.71856666666666
2168,0.0,0.0,0.8193333333333334,0,0,0.0,74.87495
2169,0.45058750000000003,180.235,0.81925,0,0,0.0,73.46791666666667
2170,0.5119791666666665,204.79166666666663,0.8191666666666666,0,0,0.0,74.35992499999999
2171,0.2252479166666667,90.09916666666666,0.8190833333333334,0,0,0.0,75.41484166666667
2172,0.28665,114.66,0.819,0,0,0.0,75.405675
2173,0.2866208333333333,114.64833333333334,0.8189166666666666,0,0,0.0,75.64220833333333
2174,0.12282499999999999,49.129999999999995,0.8188333333333333,0,0,0.0,75.38236666666667
2175,0.51171875,204.6875,0.81875,0,0,0.0,74.30205
2176,0.45026666666666665,180.10666666666665,0.8186666666666667,0,0,0.0,75.19100833333334
2177,0.45022083333333335,180.08833333333334,0.8185833333333333,0,0,0.0,76.082375
2178,0.450175,180.07,0.8185,0,0,0.0,75.81596666666667
2179,0.4501291666666667,180.05166666666668,0.8184166666666667,0,0,0.0,76.70715
2180,0.5114583333333335,204.58333333333337,0.8183333333333334,0,0,0.0,76.02741666666665
2181,0.409125,163.64999999999998,0.81825,0,0,0.0,76.75058333333331
2182,0.34772083333333337,139.08833333333334,0.8181666666666667,0,0,0.0,76.81657499999999
