episode,mean_reward,total_reward,decay_factor,evaluation_reward_greedy_mean,evaluation_reward_greedy_std,moving_avg_train_reward,total_shaped_reward,total_sparse_reward,moving_avg_shaped_reward,moving_avg_sparse_reward
78,0.0745125,29.805,0.9935,0.0,0.0,16.1376476793249,30.0,0,16.20253164556962,0.0
79,0.0,0.0,0.9934166666666666,0.0,0.0,15.93592708333333,0.0,0,16.0,0.0
80,0.0,0.0,0.9933333333333333,0.0,0.0,15.739187242798351,0.0,0,15.802469135802468,0.0
81,0.0,0.0,0.99325,0.0,0.0,15.547245934959347,0.0,0,15.609756097560975,0.0
82,0.22346249999999998,89.38499999999999,0.9931666666666666,0.0,0.0,16.436857429718874,90.0,0,16.50602409638554,0.0
83,0.22344375,89.3775,0.9930833333333333,0.0,0.0,17.30519841269841,90.0,0,17.38095238095238,0.0
84,0.074475,29.79,0.993,0.0,0.0,17.45207843137255,30.0,0,17.529411764705884,0.0
85,0.0,0.0,0.9929166666666667,0.0,0.0,17.249147286821703,0.0,0,17.325581395348838,0.0
86,0.0,0.0,0.9928333333333333,0.0,0.0,17.050881226053637,0.0,0,17.126436781609197,0.0
87,0.07445625,29.7825,0.99275,0.0,0.0,17.195558712121212,30.0,0,17.272727272727273,0.0
88,0.0,0.0,0.9926666666666667,0.0,0.0,17.002350187265915,0.0,0,17.078651685393258,0.0
89,0.07444375,29.7775,0.9925833333333334,0.0,0.0,17.144296296296293,30.0,0,17.22222222222222,0.0
90,0.0744375,29.775000000000002,0.9925,0.0,0.0,17.283095238095235,30.0,0,17.36263736263736,0.0
91,0.07443124999999999,29.772499999999997,0.9924166666666666,0.0,0.0,17.41884963768116,30.0,0,17.5,0.0
92,0.074425,29.77,0.9923333333333333,0.0,0.0,17.551657706093188,30.0,0,17.634408602150536,0.0
93,0.07441874999999999,29.7675,0.99225,0.0,0.0,17.681613475177304,30.0,0,17.76595744680851,0.0
94,0.0,0.0,0.9921666666666666,0.0,0.0,17.495491228070172,0.0,0,17.57894736842105,0.0
95,0.1488125,59.525,0.9920833333333333,0.0,0.0,17.93329861111111,60.0,0,18.020833333333332,0.0
96,0.0,0.0,0.992,0.0,0.0,17.748419243986252,0.0,0,17.835051546391753,0.0
97,0.0,0.0,0.9919166666666667,0.0,0.0,17.567312925170068,0.0,0,17.653061224489797,0.0
98,0.0743875,29.755,0.9918333333333333,0.0,0.0,17.690420875420877,30.0,0,17.77777777777778,0.0
99,0.0,0.0,0.99175,0.0,0.0,17.513516666666668,0.0,0,17.6,0.0
100,0.074375,29.75,0.9916666666666667,0.0,0.0,17.811016666666664,30.0,0,17.9,0.0
101,0.07436875000000001,29.747500000000002,0.9915833333333334,0.0,0.0,17.808516666666666,30.0,0,17.9,0.0
102,0.0,0.0,0.9915,0.0,0.0,17.808516666666666,0.0,0,17.9,0.0
103,0.0,0.0,0.9914166666666666,0.0,0.0,17.808516666666666,0.0,0,17.9,0.0
104,0.07435,29.74,0.9913333333333333,0.0,0.0,18.105916666666666,30.0,0,18.2,0.0
105,0.07434374999999999,29.737499999999997,0.99125,0.0,0.0,18.403291666666664,30.0,0,18.5,0.0
106,0.0743375,29.735,0.9911666666666666,0.0,0.0,18.700641666666662,30.0,0,18.8,0.0
107,0.07433125,29.732499999999998,0.9910833333333333,0.0,0.0,18.698141666666665,30.0,0,18.8,0.0
108,0.0,0.0,0.991,0.0,0.0,18.698141666666665,0.0,0,18.8,0.0
109,0.0,0.0,0.9909166666666667,0.0,0.0,18.698141666666665,0.0,0,18.8,0.0
110,0.0743125,29.725,0.9908333333333333,0.0,0.0,18.995391666666663,30.0,0,19.1,0.0
111,0.0,0.0,0.99075,0.0,0.0,18.695666666666668,0.0,0,18.8,0.0
112,0.0743,29.720000000000002,0.9906666666666667,0.0,0.0,18.992866666666668,30.0,0,19.1,0.0
113,0.0,0.0,0.9905833333333334,0.0,0.0,18.992866666666668,0.0,0,19.1,0.0
114,0.0742875,29.715,0.9905,0.0,0.0,19.290016666666666,30.0,0,19.4,0.0
115,0.07428125000000001,29.712500000000002,0.9904166666666667,0.0,0.0,19.287516666666665,30.0,0,19.4,0.0
116,0.0,0.0,0.9903333333333333,0.0,0.0,19.287516666666665,0.0,0,19.4,0.0
117,0.0,0.0,0.99025,0.0,0.0,19.28751666666667,0.0,0,19.4,0.0
118,0.0742625,29.705,0.9901666666666666,0.0,0.0,19.285016666666667,30.0,0,19.4,0.0
119,0.07425625,29.7025,0.9900833333333333,0.0,0.0,19.582041666666665,30.0,0,19.7,0.0
120,0.0,0.0,0.99,0.0,0.0,19.582041666666665,0.0,0,19.7,0.0
121,0.1484875,59.395,0.9899166666666667,0.0,0.0,20.175991666666665,60.0,0,20.3,0.0
122,0.0742375,29.695,0.9898333333333333,0.0,0.0,20.472941666666667,30.0,0,20.6,0.0
123,0.07423125,29.6925,0.98975,0.0,0.0,20.769866666666665,30.0,0,20.9,0.0
124,0.0,0.0,0.9896666666666667,0.0,0.0,20.769866666666665,0.0,0,20.9,0.0
125,0.07421875,29.6875,0.9895833333333334,0.0,0.0,21.066741666666665,30.0,0,21.2,0.0
126,0.0742125,29.685000000000002,0.9895,0.0,0.0,21.064241666666668,30.0,0,21.2,0.0
127,0.14841249999999997,59.364999999999995,0.9894166666666666,0.0,0.0,21.65789166666666,60.0,0,21.8,0.0
128,0.0,0.0,0.9893333333333333,0.0,0.0,21.358591666666666,0.0,0,21.5,0.0
129,0.0,0.0,0.98925,0.0,0.0,21.358591666666662,0.0,0,21.5,0.0
130,0.0,0.0,0.9891666666666666,0.0,0.0,21.358591666666666,0.0,0,21.5,0.0
131,0.0,0.0,0.9890833333333333,0.0,0.0,20.460916666666666,0.0,0,20.6,0.0
132,0.07417499999999999,29.669999999999998,0.989,0.0,0.0,20.757616666666667,30.0,0,20.9,0.0
133,0.07416875,29.6675,0.9889166666666667,0.0,0.0,21.054291666666664,30.0,0,21.2,0.0
134,0.0,0.0,0.9888333333333333,0.0,0.0,21.054291666666668,0.0,0,21.2,0.0
135,0.1483125,59.325,0.98875,0.0,0.0,20.849875,60.0,0,21.0,0.0
136,0.0,0.0,0.9886666666666667,0.0,0.0,20.550774999999998,0.0,0,20.7,0.0
137,0.0,0.0,0.9885833333333334,0.0,0.0,20.2517,0.0,0,20.4,0.0
138,0.1235625,49.425000000000004,0.9885,0.0,0.0,20.147850000000002,50.0,0,20.3,0.0
139,0.0,0.0,0.9884166666666667,0.0,0.0,20.14785,0.0,0,20.3,0.0
140,0.074125,29.65,0.9883333333333333,0.0,0.0,20.44435,30.0,0,20.6,0.0
141,0.27176875,108.7075,0.98825,0.0,0.0,21.232450000000004,110.0,0,21.4,0.0
142,0.0741125,29.645,0.9881666666666666,0.0,0.0,21.229950000000002,30.0,0,21.4,0.0
143,0.0,0.0,0.9880833333333333,0.0,0.0,21.22995,0.0,0,21.4,0.0
144,0.0741,29.64,0.988,0.0,0.0,21.526349999999997,30.0,0,21.7,0.0
145,0.0,0.0,0.9879166666666667,0.0,0.0,20.928599999999996,0.0,0,21.1,0.0
146,0.0740875,29.635,0.9878333333333333,0.0,0.0,21.224950000000003,30.0,0,21.4,0.0
147,0.1481625,59.265,0.98775,0.0,0.0,21.8176,60.0,0,22.0,0.0
148,0.14815,59.260000000000005,0.9876666666666667,0.0,0.0,22.4102,60.0,0,22.6,0.0
149,0.07406875,29.6275,0.9875833333333334,0.0,0.0,22.407700000000006,30.0,0,22.6,0.0
150,0.345625,138.25,0.9875,0.0,0.0,23.491450000000004,140.0,0,23.7,0.0
151,0.07405625,29.622500000000002,0.9874166666666667,0.0,0.0,23.787675,30.0,0,24.0,0.0
152,0.12341666666666667,49.36666666666667,0.9873333333333333,0.0,0.0,24.281341666666666,50.0,0,24.5,0.0
153,0.07404375,29.6175,0.98725,0.0,0.0,24.577516666666664,30.0,0,24.8,0.0
154,0.14807499999999998,59.23,0.9871666666666666,0.0,0.0,24.871166666666664,60.0,0,25.1,0.0
155,0.22209375,88.8375,0.9870833333333333,0.0,0.0,25.460916666666666,90.0,0,25.7,0.0
156,0.074025,29.61,0.987,0.0,0.0,25.75701666666667,30.0,0,26.0,0.0
157,0.0,0.0,0.9869166666666667,0.0,0.0,25.75701666666667,0.0,0,26.0,0.0
158,0.0,0.0,0.9868333333333333,0.0,0.0,25.458466666666666,0.0,0,25.7,0.0
159,0.0,0.0,0.98675,0.0,0.0,25.458466666666666,0.0,0,25.7,0.0
160,0.07400000000000001,29.6,0.9866666666666667,0.0,0.0,24.858966666666664,30.0,0,25.1,0.0
161,0.07399375,29.5975,0.9865833333333334,0.0,0.0,25.15494166666667,30.0,0,25.4,0.0
162,0.22196250000000003,88.78500000000001,0.9865,0.0,0.0,25.744341666666664,90.0,0,26.0,0.0
163,0.07398125,29.5925,0.9864166666666667,0.0,0.0,25.741841666666666,30.0,0,26.0,0.0
164,0.0,0.0,0.9863333333333333,0.0,0.0,25.44344166666666,0.0,0,25.7,0.0
165,0.12328125,49.3125,0.98625,0.0,0.0,25.93656666666667,50.0,0,26.2,0.0
166,0.2711958333333333,108.47833333333332,0.9861666666666666,0.0,0.0,26.723000000000006,110.0,0,27.0,0.0
167,0.07395625,29.5825,0.9860833333333333,0.0,0.0,26.7205,30.0,0,27.0,0.0
168,0.07395,29.58,0.986,0.0,0.0,26.717999999999996,30.0,0,27.0,0.0
169,0.0,0.0,0.9859166666666667,0.0,0.0,26.419725000000003,0.0,0,26.7,0.0
170,0.0,0.0,0.9858333333333333,0.0,0.0,26.419725,0.0,0,26.7,0.0
171,0.0,0.0,0.98575,0.0,0.0,26.419725,0.0,0,26.7,0.0
172,0.073925,29.57,0.9856666666666667,0.0,0.0,26.715425,30.0,0,27.0,0.0
173,0.07391875,29.567500000000003,0.9855833333333334,0.0,0.0,26.712925,30.0,0,27.0,0.0
174,0.0739125,29.565,0.9855,0.0,0.0,26.710425,30.0,0,27.0,0.0
175,0.07390625,29.5625,0.9854166666666667,0.0,0.0,27.006050000000005,30.0,0,27.3,0.0
176,0.0739,29.56,0.9853333333333333,0.0,0.0,26.70545,30.0,0,27.0,0.0
177,0.07389375,29.557499999999997,0.98525,0.0,0.0,26.404874999999997,30.0,0,26.7,0.0
178,0.0,0.0,0.9851666666666666,0.0,0.0,26.106824999999994,0.0,0,26.4,0.0
179,0.0,0.0,0.9850833333333333,0.0,0.0,26.106824999999994,0.0,0,26.4,0.0
180,0.073875,29.55,0.985,0.0,0.0,26.402325,30.0,0,26.7,0.0
181,0.07386875,29.5475,0.9849166666666667,0.0,0.0,26.6978,30.0,0,27.0,0.0
182,0.0738625,29.545,0.9848333333333333,0.0,0.0,26.099400000000006,30.0,0,26.4,0.0
183,0.1477125,59.085,0.98475,0.0,0.0,25.796475000000004,60.0,0,26.1,0.0
184,0.07385,29.54,0.9846666666666667,0.0,0.0,25.793975000000003,30.0,0,26.1,0.0
185,0.07384375,29.5375,0.9845833333333334,0.0,0.0,26.08935,30.0,0,26.4,0.0
186,0.0738375,29.535,0.9845,0.0,0.0,26.3847,30.0,0,26.7,0.0
187,0.07383125,29.532500000000002,0.9844166666666667,0.0,0.0,26.382199999999994,30.0,0,26.7,0.0
188,0.0,0.0,0.9843333333333333,0.0,0.0,26.382199999999997,0.0,0,26.7,0.0
189,0.07381875,29.5275,0.98425,0.0,0.0,26.3797,30.0,0,26.7,0.0
190,0.3444583333333333,137.78333333333333,0.9841666666666666,0.0,0.0,27.459783333333334,140.0,0,27.8,0.0
191,0.07380625,29.5225,0.9840833333333333,0.0,0.0,27.457283333333336,30.0,0,27.8,0.0
192,0.0,0.0,0.984,0.0,0.0,27.159583333333334,0.0,0,27.5,0.0
193,0.0,0.0,0.9839166666666667,0.0,0.0,26.861908333333332,0.0,0,27.2,0.0
194,0.0737875,29.515,0.9838333333333333,0.0,0.0,27.157058333333328,30.0,0,27.5,0.0
195,0.07378124999999999,29.5125,0.98375,0.0,0.0,26.856933333333327,30.0,0,27.2,0.0
196,0.0,0.0,0.9836666666666667,0.0,0.0,26.85693333333333,0.0,0,27.2,0.0
197,0.0,0.0,0.9835833333333334,0.0,0.0,26.856933333333327,0.0,0,27.2,0.0
198,0.14752500000000002,59.010000000000005,0.9835,0.0,0.0,27.149483333333333,60.0,0,27.5,0.0
199,0.0,0.0,0.9834166666666667,0.0,0.0,27.149483333333333,0.0,0,27.5,0.0
200,0.07375,29.5,0.9833333333333333,0.0,0.0,27.14698333333334,30.0,0,27.5,0.0
201,0.07374375,29.4975,0.98325,0.0,0.0,27.144483333333334,30.0,0,27.5,0.0
202,0.0,0.0,0.9831666666666666,0.0,0.0,27.144483333333334,0.0,0,27.5,0.0
203,0.07373125,29.4925,0.9830833333333333,0.0,0.0,27.439408333333333,30.0,0,27.8,0.0
204,0.073725,29.49,0.983,0.0,0.0,27.43690833333333,30.0,0,27.8,0.0
205,0.0,0.0,0.9829166666666667,0.0,0.0,27.13953333333333,0.0,0,27.5,0.0
206,0.0,0.0,0.9828333333333333,0.0,0.0,26.842183333333328,0.0,0,27.2,0.0
207,0.19655,78.62,0.98275,0.0,0.0,27.33105833333333,80.0,0,27.7,0.0
208,0.0737,29.48,0.9826666666666667,0.0,0.0,27.62585833333333,30.0,0,28.0,0.0
209,0.0,0.0,0.9825833333333334,0.0,0.0,27.62585833333333,0.0,0,28.0,0.0
210,0.0,0.0,0.9825,0.0,0.0,27.328608333333328,0.0,0,27.7,0.0
211,0.0,0.0,0.9824166666666667,0.0,0.0,27.32860833333333,0.0,0,27.7,0.0
212,0.07367499999999999,29.47,0.9823333333333333,0.0,0.0,27.326108333333327,30.0,0,27.7,0.0
213,0.07366874999999999,29.467499999999998,0.98225,0.0,0.0,27.62078333333333,30.0,0,28.0,0.0
214,0.0,0.0,0.9821666666666666,0.0,0.0,27.323633333333333,0.0,0,27.7,0.0
215,0.19641666666666666,78.56666666666666,0.9820833333333333,0.0,0.0,27.812174999999996,80.0,0,28.2,0.0
216,0.0,0.0,0.982,0.0,0.0,27.812175000000003,0.0,0,28.2,0.0
217,0.0,0.0,0.9819166666666667,0.0,0.0,27.812174999999996,0.0,0,28.2,0.0
218,0.0,0.0,0.9818333333333333,0.0,0.0,27.515124999999998,0.0,0,27.9,0.0
219,0.07363125,29.4525,0.98175,0.0,0.0,27.512625,30.0,0,27.9,0.0
220,0.073625,29.45,0.9816666666666667,0.0,0.0,27.807124999999992,30.0,0,28.2,0.0
221,0.24631666666666668,98.52666666666667,0.9815833333333334,0.0,0.0,28.198441666666664,80.0,20,28.4,0.2
222,0.0,0.0,0.9815,0.0,0.0,27.90149166666666,0.0,0,28.1,0.2
223,0.0,0.0,0.9814166666666667,0.0,0.0,27.604566666666663,0.0,0,27.8,0.2
224,0.1472,58.879999999999995,0.9813333333333333,0.0,0.0,28.193366666666666,60.0,0,28.4,0.2
225,0.0,0.0,0.98125,0.0,0.0,27.896491666666666,0.0,0,28.1,0.2
226,0.0,0.0,0.9811666666666666,0.0,0.0,27.599641666666667,0.0,0,27.8,0.2
227,0.07358124999999999,29.432499999999997,0.9810833333333333,0.0,0.0,27.300316666666667,30.0,0,27.5,0.2
228,0.0,0.0,0.981,0.0,0.0,27.300316666666667,0.0,0,27.5,0.2
229,0.0,0.0,0.9809166666666667,0.0,0.0,27.300316666666667,0.0,0,27.5,0.2
230,0.19616666666666668,78.46666666666667,0.9808333333333333,0.0,0.0,28.08498333333333,80.0,0,28.3,0.2
231,0.0,0.0,0.98075,0.0,0.0,28.084983333333334,0.0,0,28.3,0.2
232,0.0,0.0,0.9806666666666667,0.0,0.0,27.788283333333332,0.0,0,28.0,0.2
233,0.07354375,29.4175,0.9805833333333334,0.0,0.0,27.785783333333335,30.0,0,28.0,0.2
234,0.0,0.0,0.9805,0.0,0.0,27.785783333333335,0.0,0,28.0,0.2
235,0.12255208333333334,49.020833333333336,0.9804166666666667,0.0,0.0,27.682741666666672,50.0,0,27.9,0.2
236,0.0,0.0,0.9803333333333333,0.0,0.0,27.682741666666665,0.0,0,27.9,0.2
237,0.0,0.0,0.98025,0.0,0.0,27.682741666666665,0.0,0,27.9,0.2
238,0.0,0.0,0.9801666666666666,0.0,0.0,27.188491666666664,0.0,0,27.4,0.2
239,0.12251041666666666,49.00416666666666,0.9800833333333333,0.0,0.0,27.678533333333334,50.0,0,27.9,0.2
240,0.0735,29.4,0.98,0.0,0.0,27.67603333333333,30.0,0,27.9,0.2
241,0.0,0.0,0.9799166666666667,0.0,0.0,26.588958333333334,0.0,0,26.8,0.2
242,0.0,0.0,0.9798333333333333,0.0,0.0,26.29250833333333,0.0,0,26.5,0.2
243,0.0,0.0,0.97975,0.0,0.0,26.292508333333334,0.0,0,26.5,0.2
244,0.12245833333333334,48.983333333333334,0.9796666666666667,0.0,0.0,26.485941666666662,50.0,0,26.7,0.2
245,0.07346875,29.3875,0.9795833333333334,0.0,0.0,26.77981666666666,30.0,0,27.0,0.2
246,0.1224375,48.975,0.9795,0.0,0.0,26.97321666666666,50.0,0,27.2,0.2
247,0.07345625,29.3825,0.9794166666666667,0.0,0.0,26.674391666666665,30.0,0,26.9,0.2
248,0.07345,29.380000000000003,0.9793333333333334,0.0,0.0,26.37559166666667,30.0,0,26.6,0.2
249,0.07344374999999999,29.377499999999998,0.97925,0.0,0.0,26.373091666666667,30.0,0,26.6,0.2
250,0.0734375,29.375,0.9791666666666666,0.0,0.0,25.28434166666667,30.0,0,25.5,0.2
251,0.07343125,29.3725,0.9790833333333333,0.0,0.0,25.28184166666667,30.0,0,25.5,0.2
252,0.0,0.0,0.979,0.0,0.0,24.788175000000003,0.0,0,25.0,0.2
253,0.07341875,29.3675,0.9789166666666667,0.0,0.0,24.785675,30.0,0,25.0,0.2
254,0.07341249999999999,29.365,0.9788333333333333,0.0,0.0,24.487024999999996,30.0,0,24.7,0.2
255,0.07340625,29.3625,0.97875,0.0,0.0,23.892274999999994,30.0,0,24.1,0.2
256,0.07339999999999999,29.36,0.9786666666666667,0.0,0.0,23.889775,30.0,0,24.1,0.2
257,0.0,0.0,0.9785833333333334,0.0,0.0,23.889775000000004,0.0,0,24.1,0.2
258,0.0,0.0,0.9785,0.0,0.0,23.889775000000004,0.0,0,24.1,0.2
259,0.0,0.0,0.9784166666666667,0.0,0.0,23.889775000000004,0.0,0,24.1,0.2
260,0.19566666666666666,78.26666666666667,0.9783333333333333,0.0,0.0,24.376441666666665,80.0,0,24.6,0.2
261,0.0,0.0,0.97825,0.0,0.0,24.080466666666666,0.0,0,24.3,0.2
262,0.0733625,29.345,0.9781666666666666,0.0,0.0,23.486066666666666,30.0,0,23.7,0.2
263,0.07335625,29.342499999999998,0.9780833333333333,0.0,0.0,23.483566666666672,30.0,0,23.7,0.2
264,0.0,0.0,0.978,0.0,0.0,23.483566666666665,0.0,0,23.7,0.2
265,0.07334375,29.3375,0.9779166666666667,0.0,0.0,23.283816666666667,30.0,0,23.5,0.2
266,0.0,0.0,0.9778333333333333,0.0,0.0,22.199033333333336,0.0,0,22.4,0.2
267,0.07333125,29.3325,0.97775,0.0,0.0,22.196533333333335,30.0,0,22.4,0.2
268,0.073325,29.330000000000002,0.9776666666666667,0.0,0.0,22.194033333333334,30.0,0,22.4,0.2
269,0.07331875,29.3275,0.9775833333333334,0.0,0.0,22.48730833333333,30.0,0,22.7,0.2
270,0.0733125,29.325000000000003,0.9775,0.0,0.0,22.780558333333328,30.0,0,23.0,0.2
271,0.0,0.0,0.9774166666666667,0.0,0.0,22.780558333333328,0.0,0,23.0,0.2
