episode,mean_reward,total_reward,decay_factor,evaluation_reward_greedy_mean,evaluation_reward_greedy_std,moving_avg_train_reward,total_shaped_reward,total_sparse_reward,moving_avg_shaped_reward,moving_avg_sparse_reward
59,0.07463125,29.8525,0.9950833333333333,0.0,0.0,25.609972222222222,30.0,0,25.666666666666668,0.0
60,0.074625,29.85,0.995,0.0,0.0,25.67948087431694,30.0,0,25.737704918032787,0.0
61,0.07461875,29.8475,0.9949166666666667,0.0,0.0,25.74670698924731,30.0,0,25.806451612903224,0.0
62,0.0746125,29.845,0.9948333333333333,0.0,0.0,25.81175925925926,30.0,0,25.873015873015873,0.0
63,0.0,0.0,0.99475,0.0,0.0,25.408450520833334,0.0,0,25.46875,0.0
64,0.0746,29.84,0.9946666666666667,0.0,0.0,25.476628205128204,30.0,0,25.53846153846154,0.0
65,0.07459375,29.837500000000002,0.9945833333333334,0.0,0.0,25.54270202020202,30.0,0,25.606060606060606,0.0
66,0.0745875,29.835,0.9945,0.0,0.0,25.60676616915423,30.0,0,25.671641791044777,0.0
67,0.07458125,29.8325,0.9944166666666666,0.0,0.0,25.668909313725493,30.0,0,25.735294117647058,0.0
68,0.0,0.0,0.9943333333333333,0.0,0.0,25.2968961352657,0.0,0,25.36231884057971,0.0
69,0.07456875,29.8275,0.99425,0.0,0.0,25.36161904761905,30.0,0,25.428571428571427,0.0
70,0.149125,59.65,0.9941666666666666,0.0,0.0,25.844553990610333,60.0,0,25.91549295774648,0.0
71,0.07455624999999999,29.822499999999998,0.9940833333333333,0.0,0.0,25.899803240740738,30.0,0,25.97222222222222,0.0
72,0.07455,29.82,0.994,0.0,0.0,25.953504566210043,30.0,0,26.027397260273972,0.0
73,0.07454374999999999,29.8175,0.9939166666666667,0.0,0.0,26.005720720720717,30.0,0,26.08108108108108,0.0
74,0.0745375,29.815,0.9938333333333333,0.0,0.0,26.05651111111111,30.0,0,26.133333333333333,0.0
75,0.07453125,29.8125,0.99375,0.0,0.0,26.105932017543857,30.0,0,26.18421052631579,0.0
76,0.07452500000000001,29.810000000000002,0.9936666666666667,0.0,0.0,26.154036796536793,30.0,0,26.233766233766232,0.0
77,0.07451875000000001,29.8075,0.9935833333333334,0.0,0.0,26.200876068376065,30.0,0,26.28205128205128,0.0
78,0.0,0.0,0.9935,0.0,0.0,25.869219409282696,0.0,0,25.949367088607595,0.0
79,0.07450625,29.8025,0.9934166666666666,0.0,0.0,25.918385416666666,30.0,0,26.0,0.0
80,0.0,0.0,0.9933333333333333,0.0,0.0,25.598405349794238,0.0,0,25.679012345679013,0.0
81,0.1489875,59.595,0.99325,0.0,0.0,26.012997967479674,60.0,0,26.097560975609756,0.0
82,0.22346249999999998,89.38499999999999,0.9931666666666666,0.0,0.0,26.776516064257027,90.0,0,26.867469879518072,0.0
83,0.07448125,29.7925,0.9930833333333333,0.0,0.0,26.812420634920635,30.0,0,26.904761904761905,0.0
84,0.074475,29.79,0.993,0.0,0.0,26.847450980392157,30.0,0,26.941176470588236,0.0
85,0.0,0.0,0.9929166666666667,0.0,0.0,26.53527131782946,0.0,0,26.627906976744185,0.0
86,0.0,0.0,0.9928333333333333,0.0,0.0,26.230268199233716,0.0,0,26.32183908045977,0.0
87,0.07445625,29.7825,0.99275,0.0,0.0,26.27063446969697,30.0,0,26.363636363636363,0.0
88,0.1489,59.56,0.9926666666666667,0.0,0.0,26.64467228464419,60.0,0,26.741573033707866,0.0
89,0.07444375,29.7775,0.9925833333333334,0.0,0.0,26.67948148148148,30.0,0,26.77777777777778,0.0
90,0.0744375,29.775000000000002,0.9925,0.0,0.0,26.71349816849817,30.0,0,26.813186813186814,0.0
91,0.07443124999999999,29.772499999999997,0.9924166666666666,0.0,0.0,26.746748188405796,30.0,0,26.847826086956523,0.0
92,0.0,0.0,0.9923333333333333,0.0,0.0,26.459148745519713,0.0,0,26.559139784946236,0.0
93,0.07441874999999999,29.7675,0.99225,0.0,0.0,26.494343971631206,30.0,0,26.595744680851062,0.0
94,0.0744125,29.765,0.9921666666666666,0.0,0.0,26.528771929824558,30.0,0,26.63157894736842,0.0
95,0.07440625,29.7625,0.9920833333333333,0.0,0.0,26.562456597222223,30.0,0,26.666666666666668,0.0
96,0.0,0.0,0.992,0.0,0.0,26.28861683848797,0.0,0,26.391752577319586,0.0
97,0.07439375,29.7575,0.9919166666666667,0.0,0.0,26.32401360544218,30.0,0,26.428571428571427,0.0
98,0.0,0.0,0.9918333333333333,0.0,0.0,26.05811447811448,0.0,0,26.161616161616163,0.0
99,0.14876250000000002,59.505,0.99175,0.0,0.0,26.392583333333338,60.0,0,26.5,0.0
100,0.074375,29.75,0.9916666666666667,0.0,0.0,26.390083333333337,30.0,0,26.5,0.0
101,0.0,0.0,0.9915833333333334,0.0,0.0,26.090108333333337,0.0,0,26.2,0.0
102,0.0743625,29.745,0.9915,0.0,0.0,26.38755833333333,30.0,0,26.5,0.0
103,0.1487125,59.485,0.9914166666666666,0.0,0.0,26.982408333333332,60.0,0,27.1,0.0
104,0.07435,29.74,0.9913333333333333,0.0,0.0,26.979908333333327,30.0,0,27.1,0.0
105,0.07434374999999999,29.737499999999997,0.99125,0.0,0.0,26.977408333333333,30.0,0,27.1,0.0
106,0.0743375,29.735,0.9911666666666666,0.0,0.0,26.97490833333333,30.0,0,27.1,0.0
107,0.07433125,29.732499999999998,0.9910833333333333,0.0,0.0,26.672583333333332,30.0,0,26.8,0.0
108,0.0,0.0,0.991,0.0,0.0,26.072983333333337,0.0,0,26.2,0.0
109,0.07431875,29.7275,0.9909166666666667,0.0,0.0,26.070483333333335,30.0,0,26.2,0.0
110,0.0743125,29.725,0.9908333333333333,0.0,0.0,26.36773333333333,30.0,0,26.5,0.0
111,0.07430625,29.7225,0.99075,0.0,0.0,26.66495833333333,30.0,0,26.8,0.0
112,0.0743,29.720000000000002,0.9906666666666667,0.0,0.0,26.662458333333326,30.0,0,26.8,0.0
113,0.1485875,59.435,0.9905833333333334,0.0,0.0,26.957133333333328,60.0,0,27.1,0.0
114,0.0,0.0,0.9905,0.0,0.0,26.957133333333328,0.0,0,27.1,0.0
115,0.0,0.0,0.9904166666666667,0.0,0.0,26.058258333333335,0.0,0,26.2,0.0
116,0.0,0.0,0.9903333333333333,0.0,0.0,25.459058333333328,0.0,0,25.6,0.0
117,0.1485375,59.415,0.99025,0.0,0.0,25.454058333333332,60.0,0,25.6,0.0
118,0.0,0.0,0.9901666666666666,0.0,0.0,25.154508333333332,0.0,0,25.3,0.0
119,0.0,0.0,0.9900833333333333,0.0,0.0,24.85498333333333,0.0,0,25.0,0.0
120,0.0,0.0,0.99,0.0,0.0,24.255983333333333,0.0,0,24.4,0.0
121,0.07424375,29.6975,0.9899166666666667,0.0,0.0,24.053833333333333,30.0,0,24.2,0.0
122,0.0742375,29.695,0.9898333333333333,0.0,0.0,24.350783333333332,30.0,0,24.5,0.0
123,0.1484625,59.385,0.98975,0.0,0.0,24.944633333333336,60.0,0,25.1,0.0
124,0.14845,59.38,0.9896666666666667,0.0,0.0,24.93963333333334,60.0,0,25.1,0.0
125,0.0,0.0,0.9895833333333334,0.0,0.0,24.640258333333335,0.0,0,24.8,0.0
126,0.148425,59.370000000000005,0.9895,0.0,0.0,24.934608333333337,60.0,0,25.1,0.0
127,0.0,0.0,0.9894166666666666,0.0,0.0,24.635283333333337,0.0,0,24.8,0.0
128,0.0742,29.68,0.9893333333333333,0.0,0.0,24.63278333333333,30.0,0,24.8,0.0
129,0.0,0.0,0.98925,0.0,0.0,24.632783333333332,0.0,0,24.8,0.0
130,0.148375,59.35,0.9891666666666666,0.0,0.0,24.92703333333333,60.0,0,25.1,0.0
131,0.0,0.0,0.9890833333333333,0.0,0.0,24.32858333333333,0.0,0,24.5,0.0
132,0.0,0.0,0.989,0.0,0.0,24.02938333333333,0.0,0,24.2,0.0
133,0.0,0.0,0.9889166666666667,0.0,0.0,24.02938333333333,0.0,0,24.2,0.0
134,0.0,0.0,0.9888333333333333,0.0,0.0,23.431083333333337,0.0,0,23.6,0.0
135,0.07415625,29.6625,0.98875,0.0,0.0,23.727708333333336,30.0,0,23.9,0.0
136,0.0,0.0,0.9886666666666667,0.0,0.0,23.129508333333334,0.0,0,23.3,0.0
137,0.14828750000000002,59.315000000000005,0.9885833333333334,0.0,0.0,23.722658333333335,60.0,0,23.9,0.0
138,0.0,0.0,0.9885,0.0,0.0,23.42360833333333,0.0,0,23.6,0.0
139,0.07413125000000001,29.652500000000003,0.9884166666666667,0.0,0.0,23.720133333333337,30.0,0,23.9,0.0
140,0.074125,29.65,0.9883333333333333,0.0,0.0,24.01663333333334,30.0,0,24.2,0.0
141,0.0,0.0,0.98825,0.0,0.0,23.71765833333334,0.0,0,23.9,0.0
142,0.0741125,29.645,0.9881666666666666,0.0,0.0,24.014108333333333,30.0,0,24.2,0.0
143,0.0,0.0,0.9880833333333333,0.0,0.0,24.014108333333333,0.0,0,24.2,0.0
144,0.0,0.0,0.988,0.0,0.0,24.014108333333333,0.0,0,24.2,0.0
145,0.07409375,29.6375,0.9879166666666667,0.0,0.0,24.310483333333337,30.0,0,24.5,0.0
146,0.2222625,88.905,0.9878333333333333,0.0,0.0,25.199533333333335,90.0,0,25.4,0.0
147,0.07408125,29.6325,0.98775,0.0,0.0,24.898208333333336,30.0,0,25.1,0.0
148,0.074075,29.630000000000003,0.9876666666666667,0.0,0.0,25.19450833333333,30.0,0,25.4,0.0
149,0.0,0.0,0.9875833333333334,0.0,0.0,24.895733333333336,0.0,0,25.1,0.0
150,0.0,0.0,0.9875,0.0,0.0,24.596983333333338,0.0,0,24.8,0.0
151,0.07405625,29.622500000000002,0.9874166666666667,0.0,0.0,24.295758333333332,30.0,0,24.5,0.0
152,0.07404999999999999,29.619999999999997,0.9873333333333333,0.0,0.0,24.591958333333327,30.0,0,24.8,0.0
153,0.07404375,29.6175,0.98725,0.0,0.0,24.589458333333333,30.0,0,24.8,0.0
154,0.27147083333333333,108.58833333333334,0.9871666666666666,0.0,0.0,25.675341666666665,110.0,0,25.9,0.0
155,0.0,0.0,0.9870833333333333,0.0,0.0,25.675341666666665,0.0,0,25.9,0.0
156,0.074025,29.61,0.987,0.0,0.0,25.97144166666666,30.0,0,26.2,0.0
157,0.07401875000000001,29.6075,0.9869166666666667,0.0,0.0,25.968941666666666,30.0,0,26.2,0.0
158,0.0,0.0,0.9868333333333333,0.0,0.0,25.47135833333333,0.0,0,25.7,0.0
159,0.07400625,29.6025,0.98675,0.0,0.0,25.468858333333333,30.0,0,25.7,0.0
160,0.0,0.0,0.9866666666666667,0.0,0.0,25.170358333333333,0.0,0,25.4,0.0
161,0.07399375,29.5975,0.9865833333333334,0.0,0.0,25.167858333333335,30.0,0,25.4,0.0
162,0.0,0.0,0.9865,0.0,0.0,24.869408333333332,0.0,0,25.1,0.0
163,0.0,0.0,0.9864166666666667,0.0,0.0,24.869408333333332,0.0,0,25.1,0.0
164,0.073975,29.59,0.9863333333333333,0.0,0.0,24.866908333333335,30.0,0,25.1,0.0
165,0.0,0.0,0.98625,0.0,0.0,24.568533333333335,0.0,0,24.8,0.0
166,0.0,0.0,0.9861666666666666,0.0,0.0,24.270183333333335,0.0,0,24.5,0.0
167,0.0,0.0,0.9860833333333333,0.0,0.0,23.971858333333333,0.0,0,24.2,0.0
168,0.0,0.0,0.986,0.0,0.0,23.971858333333333,0.0,0,24.2,0.0
169,0.07394375,29.5775,0.9859166666666667,0.0,0.0,23.96935833333333,30.0,0,24.2,0.0
170,0.2218125,88.725,0.9858333333333333,0.0,0.0,24.260108333333328,90.0,0,24.5,0.0
171,0.07393125,29.5725,0.98575,0.0,0.0,24.257608333333334,30.0,0,24.5,0.0
172,0.073925,29.57,0.9856666666666667,0.0,0.0,24.255108333333332,30.0,0,24.5,0.0
173,0.22175625000000004,88.70250000000001,0.9855833333333334,0.0,0.0,24.843958333333333,90.0,0,25.1,0.0
174,0.0,0.0,0.9855,0.0,0.0,24.545808333333333,0.0,0,24.8,0.0
175,0.0,0.0,0.9854166666666667,0.0,0.0,24.247683333333335,0.0,0,24.5,0.0
176,0.1478,59.12,0.9853333333333333,0.0,0.0,24.540783333333334,60.0,0,24.8,0.0
177,0.0,0.0,0.98525,0.0,0.0,24.242708333333336,0.0,0,24.5,0.0
178,0.0,0.0,0.9851666666666666,0.0,0.0,24.24270833333333,0.0,0,24.5,0.0
179,0.12313541666666666,49.25416666666666,0.9850833333333333,0.0,0.0,24.437224999999998,50.0,0,24.7,0.0
180,0.0,0.0,0.985,0.0,0.0,24.437224999999998,0.0,0,24.7,0.0
181,0.0,0.0,0.9849166666666667,0.0,0.0,23.841275,0.0,0,24.1,0.0
182,0.0,0.0,0.9848333333333333,0.0,0.0,22.947425,0.0,0,23.2,0.0
183,0.1477125,59.085,0.98475,0.0,0.0,23.24035,60.0,0,23.5,0.0
184,0.0,0.0,0.9846666666666667,0.0,0.0,22.942449999999997,0.0,0,23.2,0.0
185,0.34460416666666677,137.8416666666667,0.9845833333333334,0.0,0.0,24.320866666666667,140.0,0,24.6,0.0
186,0.0,0.0,0.9845,0.0,0.0,24.320866666666667,0.0,0,24.6,0.0
187,0.0,0.0,0.9844166666666667,0.0,0.0,24.023041666666664,0.0,0,24.3,0.0
188,0.07382499999999999,29.529999999999998,0.9843333333333333,0.0,0.0,23.72274166666667,30.0,0,24.0,0.0
189,0.07381875,29.5275,0.98425,0.0,0.0,23.72024166666667,30.0,0,24.0,0.0
190,0.147625,59.05,0.9841666666666666,0.0,0.0,24.01299166666667,60.0,0,24.3,0.0
191,0.0,0.0,0.9840833333333333,0.0,0.0,23.715266666666672,0.0,0,24.0,0.0
192,0.0,0.0,0.984,0.0,0.0,23.715266666666672,0.0,0,24.0,0.0
193,0.07379374999999999,29.5175,0.9839166666666667,0.0,0.0,23.712766666666667,30.0,0,24.0,0.0
194,0.0737875,29.515,0.9838333333333333,0.0,0.0,23.710266666666666,30.0,0,24.0,0.0
195,0.12296875,49.1875,0.98375,0.0,0.0,23.904516666666662,50.0,0,24.2,0.0
196,0.07377500000000001,29.51,0.9836666666666667,0.0,0.0,24.199616666666667,30.0,0,24.5,0.0
197,0.0,0.0,0.9835833333333334,0.0,0.0,23.90204166666667,0.0,0,24.2,0.0
198,0.22128750000000003,88.51500000000001,0.9835,0.0,0.0,24.78719166666667,90.0,0,25.1,0.0
199,0.0,0.0,0.9834166666666667,0.0,0.0,24.19214166666667,0.0,0,24.5,0.0
200,0.07375,29.5,0.9833333333333333,0.0,0.0,24.189641666666663,30.0,0,24.5,0.0
201,0.22123125,88.49249999999999,0.98325,0.0,0.0,25.07456666666666,90.0,0,25.4,0.0
202,0.0737375,29.494999999999997,0.9831666666666666,0.0,0.0,25.072066666666665,30.0,0,25.4,0.0
203,0.07373125,29.4925,0.9830833333333333,0.0,0.0,24.772141666666666,30.0,0,25.1,0.0
204,0.221175,88.47,0.983,0.0,0.0,25.359441666666658,90.0,0,25.7,0.0
205,0.0,0.0,0.9829166666666667,0.0,0.0,25.06206666666666,0.0,0,25.4,0.0
206,0.0,0.0,0.9828333333333333,0.0,0.0,24.764716666666665,0.0,0,25.1,0.0
207,0.0,0.0,0.98275,0.0,0.0,24.467391666666668,0.0,0,24.8,0.0
208,0.0,0.0,0.9826666666666667,0.0,0.0,24.467391666666664,0.0,0,24.8,0.0
209,0.0,0.0,0.9825833333333334,0.0,0.0,24.17011666666666,0.0,0,24.5,0.0
210,0.0736875,29.475,0.9825,0.0,0.0,24.167616666666667,30.0,0,24.5,0.0
211,0.0,0.0,0.9824166666666667,0.0,0.0,23.870391666666663,0.0,0,24.2,0.0
212,0.07367499999999999,29.47,0.9823333333333333,0.0,0.0,23.86789166666666,30.0,0,24.2,0.0
213,0.14733749999999998,58.934999999999995,0.98225,0.0,0.0,23.86289166666666,60.0,0,24.2,0.0
214,0.0736625,29.465,0.9821666666666666,0.0,0.0,24.157541666666667,30.0,0,24.5,0.0
215,0.07365624999999999,29.4625,0.9820833333333333,0.0,0.0,24.452166666666667,30.0,0,24.8,0.0
216,0.0,0.0,0.982,0.0,0.0,24.452166666666667,0.0,0,24.8,0.0
217,0.07364375,29.4575,0.9819166666666667,0.0,0.0,24.152591666666666,30.0,0,24.5,0.0
218,0.0,0.0,0.9818333333333333,0.0,0.0,24.152591666666666,0.0,0,24.5,0.0
219,0.0,0.0,0.98175,0.0,0.0,24.152591666666662,0.0,0,24.5,0.0
220,0.073625,29.45,0.9816666666666667,0.0,0.0,24.447091666666665,30.0,0,24.8,0.0
221,0.0,0.0,0.9815833333333334,0.0,0.0,24.150116666666662,0.0,0,24.5,0.0
222,0.0,0.0,0.9815,0.0,0.0,23.853166666666667,0.0,0,24.2,0.0
223,0.07360625000000001,29.442500000000003,0.9814166666666667,0.0,0.0,23.553741666666664,30.0,0,23.9,0.0
224,0.1472,58.879999999999995,0.9813333333333333,0.0,0.0,23.54874166666667,60.0,0,23.9,0.0
225,0.22078125,88.3125,0.98125,0.0,0.0,24.431866666666664,90.0,0,24.8,0.0
226,0.0735875,29.435,0.9811666666666666,0.0,0.0,24.13251666666667,30.0,0,24.5,0.0
227,0.07358124999999999,29.432499999999997,0.9810833333333333,0.0,0.0,24.426841666666665,30.0,0,24.8,0.0
228,0.14715,58.86,0.981,0.0,0.0,24.718641666666663,60.0,0,25.1,0.0
229,0.1471375,58.855,0.9809166666666667,0.0,0.0,25.307191666666665,60.0,0,25.7,0.0
230,0.0735625,29.425,0.9808333333333333,0.0,0.0,25.00794166666667,30.0,0,25.4,0.0
231,0.1471125,58.845,0.98075,0.0,0.0,25.59639166666667,60.0,0,26.0,0.0
232,0.07355,29.42,0.9806666666666667,0.0,0.0,25.89059166666667,30.0,0,26.3,0.0
233,0.07354375,29.4175,0.9805833333333334,0.0,0.0,26.184766666666665,30.0,0,26.6,0.0
234,0.0735375,29.415000000000003,0.9805,0.0,0.0,26.478916666666663,30.0,0,26.9,0.0
235,0.0,0.0,0.9804166666666667,0.0,0.0,26.18229166666667,0.0,0,26.6,0.0
236,0.073525,29.409999999999997,0.9803333333333333,0.0,0.0,26.476391666666665,30.0,0,26.9,0.0
237,0.07351875,29.4075,0.98025,0.0,0.0,26.177316666666663,30.0,0,26.6,0.0
238,0.147025,58.809999999999995,0.9801666666666666,0.0,0.0,26.76541666666666,60.0,0,27.2,0.0
239,0.07350625,29.4025,0.9800833333333333,0.0,0.0,26.762916666666666,30.0,0,27.2,0.0
240,0.0735,29.4,0.98,0.0,0.0,26.760416666666664,30.0,0,27.2,0.0
241,0.1469875,58.795,0.9799166666666667,0.0,0.0,27.34836666666667,60.0,0,27.8,0.0
242,0.0,0.0,0.9798333333333333,0.0,0.0,27.05191666666667,0.0,0,27.5,0.0
243,0.1469625,58.785000000000004,0.97975,0.0,0.0,27.63976666666667,60.0,0,28.1,0.0
244,0.073475,29.39,0.9796666666666667,0.0,0.0,27.933666666666664,30.0,0,28.4,0.0
245,0.1469375,58.775,0.9795833333333334,0.0,0.0,28.225041666666666,60.0,0,28.7,0.0
246,0.146925,58.77,0.9795,0.0,0.0,27.92369166666667,60.0,0,28.4,0.0
247,0.1469125,58.765,0.9794166666666667,0.0,0.0,28.215016666666667,60.0,0,28.7,0.0
248,0.0,0.0,0.9793333333333334,0.0,0.0,27.918716666666665,0.0,0,28.4,0.0
249,0.14688749999999998,58.754999999999995,0.97925,0.0,0.0,28.506266666666665,60.0,0,29.0,0.0
250,0.0734375,29.375,0.9791666666666666,0.0,0.0,28.800016666666664,30.0,0,29.3,0.0
251,0.1468625,58.745,0.9790833333333333,0.0,0.0,29.091241666666665,60.0,0,29.6,0.0
252,0.073425,29.37,0.979,0.0,0.0,29.088741666666664,30.0,0,29.6,0.0
253,0.0,0.0,0.9789166666666667,0.0,0.0,28.792566666666666,0.0,0,29.3,0.0
254,0.07341249999999999,29.365,0.9788333333333333,0.0,0.0,28.00033333333333,30.0,0,28.5,0.0
255,0.07340625,29.3625,0.97875,0.0,0.0,28.29395833333333,30.0,0,28.8,0.0
256,0.07339999999999999,29.36,0.9786666666666667,0.0,0.0,28.291458333333335,30.0,0,28.8,0.0
257,0.07339375000000001,29.3575,0.9785833333333334,0.0,0.0,28.288958333333333,30.0,0,28.8,0.0
258,0.146775,58.71,0.9785,0.0,0.0,28.876058333333336,60.0,0,29.4,0.0
259,0.0,0.0,0.9784166666666667,0.0,0.0,28.580033333333336,0.0,0,29.1,0.0
260,0.0,0.0,0.9783333333333333,0.0,0.0,28.580033333333336,0.0,0,29.1,0.0
261,0.07336875,29.3475,0.97825,0.0,0.0,28.57753333333333,30.0,0,29.1,0.0
262,0.0733625,29.345,0.9781666666666666,0.0,0.0,28.870983333333328,30.0,0,29.4,0.0
263,0.07335625,29.342499999999998,0.9780833333333333,0.0,0.0,29.16440833333333,30.0,0,29.7,0.0
264,0.22005,88.02,0.978,0.0,0.0,29.74870833333333,90.0,0,30.3,0.0
265,0.07334375,29.3375,0.9779166666666667,0.0,0.0,30.04208333333333,30.0,0,30.6,0.0
266,0.0,0.0,0.9778333333333333,0.0,0.0,30.042083333333334,0.0,0,30.6,0.0
267,0.07333125,29.3325,0.97775,0.0,0.0,30.33540833333333,30.0,0,30.9,0.0
