episode,mean_reward,total_reward,decay_factor,shaped_reward_first_step,sparse_reward_first_step,evaluation_reward_greedy
540,0.0,0.0,0.73,0,0,0.0
541,0.027356250000000002,10.9425,0.7295,0,0,0.0
542,0.07289999999999999,29.159999999999997,0.729,0,0,0.0
543,0.027318749999999996,10.927499999999998,0.7284999999999999,0,0,0.0
544,0.1001,40.04,0.728,0,0,0.0
545,0.05456250000000001,21.825000000000003,0.7275,0,0,0.0
546,0.0,0.0,0.727,0,0,0.0
547,0.09989374999999999,39.957499999999996,0.7264999999999999,0,0,0.0
548,0.027225000000000003,10.89,0.726,0,0,0.0
549,0.02720625,10.8825,0.7255,0,0,0.0
550,0.0271875,10.875,0.725,0,0,0.0
551,0.07244999999999999,28.979999999999997,0.7244999999999999,0,0,0.0
552,0.0,0.0,0.724,0,0,0.0
553,0.027131250000000003,10.852500000000001,0.7235,0,0,0.0
554,0.0,0.0,0.723,0,0,0.0
555,0.04515624999999999,18.062499999999996,0.7224999999999999,0,0,0.0
556,0.054150000000000004,21.66,0.722,0,0,0.0
557,0.0,0.0,0.7215,0,0,0.0
558,0.054075,21.63,0.721,0,0,0.0
559,0.027018749999999998,10.8075,0.7204999999999999,0,0,0.0
560,0.072,28.799999999999997,0.72,0,0,0.0
561,0.0,0.0,0.7195,0,0,0.0
562,0.0269625,10.785,0.719,0,0,0.0
563,0.08083125,32.332499999999996,0.7185,0,0,0.0
564,0.053849999999999995,21.54,0.718,0,0,0.0
565,0.0,0.0,0.7175,0,0,0.0
566,0.175475,70.19,0.7170000000000001,0,0,0.0
567,0.02686875,10.7475,0.7165,0,0,0.0
568,0.08055,32.22,0.716,0,0,0.0
569,0.09838125,39.3525,0.7155,0,0,0.0
570,0.0,0.0,0.7150000000000001,0,0,0.0
571,0.02679375,10.717500000000001,0.7145,0,0,0.0
572,0.0,0.0,0.714,0,0,0.0
573,0.0,0.0,0.7135,0,0,0.0
574,0.044562500000000005,17.825000000000003,0.7130000000000001,0,0,0.0
575,0.04453125,17.8125,0.7125,0,0,0.0
576,0.0,0.0,0.712,0,0,0.0
577,0.0,0.0,0.7115,0,0,0.0
578,0.15665,62.660000000000004,0.7110000000000001,0,0,0.0
579,0.02664375,10.6575,0.7105,0,0,0.0
580,0.071,28.4,0.71,0,0,0.0
581,0.02660625,10.6425,0.7095,0,0,0.0
582,0.026587500000000003,10.635000000000002,0.7090000000000001,0,0,0.0
583,0.09741875,38.9675,0.7085,0,0,0.0
584,0.04425,17.7,0.708,0,0,0.0
585,0.0,0.0,0.7075,0,0,0.0
586,0.0265125,10.605,0.7070000000000001,0,0,0.0
587,0.0,0.0,0.7065,0,0,0.0
588,0.05295,21.18,0.706,0,0,0.0
589,0.02645625,10.5825,0.7055,0,0,0.0
590,0.07931250000000001,31.725,0.7050000000000001,0,0,0.0
591,0.0528375,21.135,0.7045,0,0,0.0
592,0.026399999999999996,10.559999999999999,0.704,0,0,0.0
593,0.052762500000000004,21.105,0.7035,0,0,0.0
594,0.026362500000000004,10.545000000000002,0.7030000000000001,0,0,0.0
595,0.09659375,38.6375,0.7025,0,0,0.0
596,0.026324999999999998,10.53,0.702,0,0,0.0
597,0.0,0.0,0.7015,0,0,0.0
598,0.043812500000000004,17.525000000000002,0.7010000000000001,0,0,0.0
599,0.02626875,10.5075,0.7005,0,0,0
600,0.02625,10.5,0.7,0,0,0.0
601,0.026231249999999998,10.4925,0.6995,0,0,0.0
602,0.0,0.0,0.6990000000000001,0,0,0.0
603,0.026193750000000002,10.477500000000001,0.6985,0,0,0.0
604,0.026174999999999997,10.469999999999999,0.698,0,0,0.0
605,0.0,0.0,0.6975,0,0,0.0
606,0.0,0.0,0.6970000000000001,0,0,0.0
607,0.224125,89.65,0.6965,0,0,0.0
608,0.0,0.0,0.696,0,0,0.0
609,0.1217125,48.685,0.6955,0,0,0.0
610,0.1650625,66.025,0.6950000000000001,0,0,0.0
611,0.0520875,20.835,0.6945,0,0,0.0
612,0.026025,10.41,0.694,0,0,0.0
613,0.026006249999999998,10.4025,0.6935,0,0,0.0
614,0.0,0.0,0.6930000000000001,0,0,0.0
615,0.0,0.0,0.6925,0,0,0.0
616,0.025949999999999997,10.379999999999999,0.692,0,0,0.0
617,0.12101250000000001,48.40500000000001,0.6915,0,0,0.0
618,0.0259125,10.365,0.6910000000000001,0,0,0.0
619,0.02589375,10.3575,0.6905,0,0,0.0
620,0.05175,20.7,0.69,0,0,0.0
621,0.0,0.0,0.6895,0,0,0.0
622,0.0,0.0,0.6890000000000001,0,0,0.0
623,0.0,0.0,0.6885,0,0,0.0
624,0.06879999999999999,27.519999999999996,0.688,0,0,0.0
625,0.1203125,48.125,0.6875,0,0,0.0
626,0.025762500000000004,10.305000000000001,0.687,0,0,0.0
627,0.02574375,10.2975,0.6865,0,0,0.0
628,0.025724999999999998,10.29,0.6859999999999999,0,0,0.0
629,0.0514125,20.565,0.6855,0,0,0.0
630,0.11987500000000001,47.95,0.685,0,0,0.0
631,0.04278125,17.1125,0.6845,0,0,0.0
632,0.0684,27.36,0.6839999999999999,0,0,0.0
633,0.025631249999999998,10.2525,0.6835,0,0,0.0
634,0.025612500000000003,10.245000000000001,0.683,0,0,0.0
635,0.025593750000000002,10.2375,0.6825,0,0,0.0
636,0.06819999999999998,27.279999999999994,0.6819999999999999,0,0,0.0
637,0.0,0.0,0.6815,0,0,0.0
638,0.0255375,10.215,0.681,0,0,0.0
639,0.0,0.0,0.6805,0,0,0.0
640,0.051,20.4,0.6799999999999999,0,0,0.0
641,0.050962499999999994,20.384999999999998,0.6795,0,0,0.0
642,0.0763875,30.555,0.679,0,0,0.0
643,0.0,0.0,0.6785,0,0,0.0
644,0.05084999999999999,20.339999999999996,0.6779999999999999,0,0,0.0
645,0.0,0.0,0.6775,0,0,0.0
646,0.1177,47.08,0.677,0,0,0.0
647,0.02536875,10.147499999999999,0.6765,0,0,0.0
648,0.025349999999999998,10.139999999999999,0.6759999999999999,0,0,0.0
649,0.0506625,20.265,0.6755,0,0,0.0
650,0.0928125,37.125,0.675,0,0,0.0
651,0.0,0.0,0.6745,0,0,0.0
652,0.025275,10.11,0.6739999999999999,0,0,0.0
653,0.0841875,33.675,0.6735,0,0,0.0
654,0.050475000000000006,20.19,0.673,0,0,0.0
655,0.02521875,10.0875,0.6725,0,0,0.0
656,0.14239999999999997,56.959999999999994,0.6719999999999999,0,0,0.0
657,0.02518125,10.0725,0.6715,0,0,0.0
658,0.0,0.0,0.671,0,0,0.0
659,0.02514375,10.0575,0.6705,0,0,0.0
660,0.050249999999999996,20.099999999999998,0.6699999999999999,0,0,0.0
661,0.02510625,10.0425,0.6695,0,0,0.0
662,0.0250875,10.035,0.669,0,0,0.0
663,0.04178125,16.7125,0.6685,0,0,0.0
664,0.0501,20.04,0.6679999999999999,0,0,0.0
665,0.0,0.0,0.6675,0,0,0.0
666,0.0,0.0,0.667,0,0,0.0
667,0.06664999999999999,26.659999999999997,0.6665,0,0,0.0
668,0.0,0.0,0.6659999999999999,0,0,0.0
669,0.0499125,19.965,0.6655,0,0,0.0
670,0.0914375,36.575,0.665,0,0,0.0
671,0.0498375,19.935,0.6645,0,0,0.0
672,0.0498,19.919999999999998,0.6639999999999999,0,0,0.0
673,0.099525,39.81,0.6635,0,0,0.0
674,0.0248625,9.945,0.663,0,0,0.0
675,0.04140625,16.5625,0.6625,0,0,0.0
676,0.024825,9.93,0.6619999999999999,0,0,0.0
677,0.02480625,9.9225,0.6615,0,0,0.0
678,0.024787500000000004,9.915000000000001,0.661,0,0,0.0
679,0.09081875,36.3275,0.6605,0,0,0.0
680,0.0,0.0,0.6599999999999999,0,0,0.0
681,0.0,0.0,0.6595,0,0,0.0
682,0.0747125,29.884999999999998,0.659,0,0,0.0
683,0.0,0.0,0.6585,0,0,0.0
684,0.0,0.0,0.6579999999999999,0,0,0.0
685,0.06574999999999999,26.299999999999997,0.6575,0,0,0.0
686,0.06570000000000001,26.28,0.657,0,0,0.0
687,0.09026875000000001,36.1075,0.6565,0,0,0.0
688,0.0246,9.84,0.656,0,0,0.0
689,0.0491625,19.665,0.6555,0,0,0.0
690,0.049125,19.650000000000002,0.655,0,0,0.0
691,0.049087500000000006,19.635,0.6545000000000001,0,0,0.0
692,0.06540000000000001,26.160000000000004,0.654,0,0,0.0
693,0.04084375,16.3375,0.6535,0,0,0.0
694,0.0653,26.119999999999997,0.653,0,0,0.0
695,0.0,0.0,0.6525000000000001,0,0,0.0
696,0.11410000000000001,45.64,0.652,0,0,0.0
697,0.0,0.0,0.6515,0,0,0.0
698,0.0,0.0,0.651,0,0,0.0
699,0.0,0.0,0.6505000000000001,0,0,0
700,0.04875,19.5,0.65,0,0,0.0
701,0.06495000000000001,25.98,0.6495,0,0,0.0
702,0.024337499999999998,9.735,0.649,0,0,0.0
703,0.1134875,45.395,0.6485000000000001,0,0,0.0
704,0.048600000000000004,19.44,0.648,0,0,0.0
705,0.07428125,29.7125,0.6475,0,0,0.0
706,0.0,0.0,0.647,0,0,0.0
707,0.024243750000000005,9.697500000000002,0.6465000000000001,0,0,0.0
708,0.072675,29.07,0.646,0,0,0.0
709,0.06455,25.82,0.6455,0,0,0.0
710,0.18706250000000002,74.825,0.645,0,0,0.0
711,0.024168750000000003,9.6675,0.6445000000000001,0,0,0.0
712,0.02415,9.66,0.644,0,0,0.0
713,0.02413125,9.6525,0.6435,0,0,0.0
714,0.0241125,9.645,0.643,0,0,0.0
715,0.04818750000000001,19.275000000000002,0.6425000000000001,0,0,0.0
716,0.072225,28.89,0.642,0,0,0.0
717,0.024056249999999998,9.622499999999999,0.6415,0,0,0.0
718,0.0641,25.64,0.641,0,0,0.0
719,0.024018750000000005,9.607500000000002,0.6405000000000001,0,0,0.0
720,0.04,16.0,0.64,0,0,0.0
721,0.07194374999999999,28.777499999999996,0.6395,0,0,0.0
722,0.0,0.0,0.639,0,0,0.0
723,0.0478875,19.155,0.6385000000000001,0,0,0.0
724,0.023925000000000002,9.57,0.638,0,0,0.0
725,0.1275,51.0,0.6375,0,0,0.0
726,0.0,0.0,0.637,0,0,0.0
727,0.08751875,35.00750000000001,0.6365000000000001,0,0,0.0
728,0.0,0.0,0.636,0,0,0.0
729,0.0476625,19.064999999999998,0.6355,0,0,0.0
730,0.11112499999999999,44.449999999999996,0.635,0,0,0.0
731,0.06345,25.380000000000003,0.6345000000000001,0,0,0.0
732,0.039625,15.85,0.634,0,0,0.0
733,0.0475125,19.005,0.6335,0,0,0.0
734,0.0,0.0,0.633,0,0,0.0
735,0.06325000000000001,25.300000000000004,0.6325000000000001,0,0,0.0
736,0.047400000000000005,18.96,0.632,0,0,0.0
737,0.0,0.0,0.6315,0,0,0.0
738,0.0,0.0,0.631,0,0,0.0
739,0.023643750000000005,9.457500000000001,0.6305000000000001,0,0,0.0
740,0.0,0.0,0.63,0,0,0.0
741,0.02360625,9.442499999999999,0.6295,0,0,0.0
742,0.110075,44.03,0.629,0,0,0.0
743,0.0471375,18.855,0.6285000000000001,0,0,0.0
744,0.0471,18.84,0.628,0,0,0.0
745,0.02353125,9.4125,0.6275,0,0,0.0
746,0.0,0.0,0.627,0,0,0.0
747,0.02349375,9.3975,0.6265000000000001,0,0,0.0
748,0.046950000000000006,18.78,0.626,0,0,0.0
749,0.1251,50.03999999999999,0.6255,0,0,0.0
750,0.046875,18.75,0.625,0,0,0.0
751,0.023418750000000002,9.367500000000001,0.6245,0,0,0.0
752,0.023399999999999997,9.36,0.624,0,0,0.0
753,0.0467625,18.705,0.6234999999999999,0,0,0.0
754,0.0,0.0,0.623,0,0,0.0
755,0.0,0.0,0.6225,0,0,0.0
756,0.062200000000000005,24.880000000000003,0.622,0,0,0.0
757,0.02330625,9.3225,0.6214999999999999,0,0,0.0
758,0.0,0.0,0.621,0,0,0.0
759,0.02326875,9.307500000000001,0.6205,0,0,0.0
760,0.0,0.0,0.62,0,0,0.0
761,0.023231249999999995,9.292499999999999,0.6194999999999999,0,0,0.0
762,0.0232125,9.285,0.619,0,0,0.0
763,0.0,0.0,0.6185,0,0,0.0
764,0.0,0.0,0.618,0,0,0.0
765,0.02315625,9.2625,0.6174999999999999,0,0,0.0
766,0.0231375,9.254999999999999,0.617,0,0,0.0
767,0.03853125,15.412500000000001,0.6165,0,0,0.0
768,0.0924,36.96,0.616,0,0,0.0
769,0.023081249999999994,9.232499999999998,0.6154999999999999,0,0,0.0
770,0.0,0.0,0.615,0,0,0.0
771,0.02304375,9.217500000000001,0.6145,0,0,0.0
772,0.061399999999999996,24.56,0.614,0,0,0.0
773,0.023006249999999995,9.202499999999999,0.6134999999999999,0,0,0.0
774,0.0,0.0,0.613,0,0,0.0
775,0.02296875,9.1875,0.6125,0,0,0.0
776,0.06119999999999999,24.479999999999997,0.612,0,0,0.0
777,0.0,0.0,0.6114999999999999,0,0,0.0
778,0.08401249999999999,33.605,0.611,0,0,0.0
779,0.02289375,9.1575,0.6105,0,0,0.0
780,0.0,0.0,0.61,0,0,0.0
781,0.0,0.0,0.6094999999999999,0,0,0.0
782,0.0,0.0,0.609,0,0,0.0
783,0.03803125,15.2125,0.6085,0,0,0.0
784,0.022799999999999997,9.12,0.608,0,0,0.0
785,0.06074999999999999,24.299999999999997,0.6074999999999999,0,0,0.0
786,0.0834625,33.385,0.607,0,0,0.0
787,0.02274375,9.0975,0.6065,0,0,0.0
788,0.0,0.0,0.606,0,0,0.0
789,0.022706249999999997,9.0825,0.6054999999999999,0,0,0.0
790,0.0226875,9.075,0.605,0,0,0.0
791,0.02266875,9.0675,0.6045,0,0,0.0
792,0.06795,27.18,0.604,0,0,0.0
793,0.060349999999999994,24.139999999999997,0.6034999999999999,0,0,0.0
794,0.0,0.0,0.603,0,0,0.0
795,0.045187500000000005,18.075000000000003,0.6025,0,0,0.0
796,0.067725,27.089999999999996,0.602,0,0,0.0
797,0.0,0.0,0.6014999999999999,0,0,0.0
798,0.0,0.0,0.601,0,0,0.0
799,0.0450375,18.015,0.6005,0,0,0
800,0.0675,27.0,0.6,0,0,0.0
801,0.044962499999999996,17.985,0.5994999999999999,0,0,0.0
802,0.044925,17.97,0.599,0,0,0.0
803,0.05985,23.94,0.5985,0,0,0.0
804,0.022424999999999997,8.969999999999999,0.598,0,0,0.0
805,0.04481249999999999,17.924999999999997,0.5974999999999999,0,0,0.0
806,0.0,0.0,0.597,0,0,0.0
807,0.0,0.0,0.5965,0,0,0.0
808,0.08195000000000001,32.78,0.596,0,0,0.0
809,0.14676875,58.707499999999996,0.5954999999999999,0,0,0.0
810,0.0223125,8.924999999999999,0.595,0,0,0.0
811,0.03715625,14.8625,0.5945,0,0,0.0
812,0.022275,8.91,0.594,0,0,0.0
813,0.0,0.0,0.5935,0,0,0.0
814,0.0222375,8.895,0.593,0,0,0.0
815,0.0,0.0,0.5925,0,0,0.0
816,0.13140000000000002,52.56000000000001,0.5920000000000001,0,0,0.0
817,0.0,0.0,0.5915,0,0,0.0
818,0.044325,17.73,0.591,0,0,0.0
819,0.0,0.0,0.5905,0,0,0.0
820,0.044250000000000005,17.700000000000003,0.5900000000000001,0,0,0.0
821,0.022106250000000004,8.842500000000001,0.5895,0,0,0.0
822,0.058899999999999994,23.56,0.589,0,0,0.0
823,0.0441375,17.655,0.5885,0,0,0.0
824,0.02205,8.82,0.5880000000000001,0,0,0.0
825,0.02203125,8.8125,0.5875,0,0,0.0
826,0.0220125,8.805,0.587,0,0,0.0
827,0.0,0.0,0.5865,0,0,0.0
828,0.021975,8.790000000000001,0.5860000000000001,0,0,0.0
829,0.0439125,17.565,0.5855,0,0,0.0
830,0.021937499999999995,8.774999999999999,0.585,0,0,0.0
831,0.06575625,26.302500000000002,0.5845,0,0,0.0
832,0.021900000000000003,8.760000000000002,0.5840000000000001,0,0,0.0
833,0.043762499999999996,17.505,0.5835,0,0,0.0
834,0.0,0.0,0.583,0,0,0.0
835,0.0,0.0,0.5825,0,0,0.0
836,0.0582,23.28,0.5820000000000001,0,0,0.0
837,0.0,0.0,0.5815,0,0,0.0
838,0.0217875,8.715,0.581,0,0,0.0
839,0.07981875,31.927500000000002,0.5805,0,0,0.0
840,0.0,0.0,0.5800000000000001,0,0,0.0
841,0.0,0.0,0.5795,0,0,0.0
842,0.021712499999999996,8.684999999999999,0.579,0,0,0.0
843,0.02169375,8.6775,0.5785,0,0,0.0
844,0.04335000000000001,17.340000000000003,0.5780000000000001,0,0,0.0
845,0.07940625000000001,31.7625,0.5775,0,0,0.0
846,0.021637499999999997,8.655,0.577,0,0,0.0
847,0.07926875000000001,31.707500000000003,0.5765,0,0,0.0
848,0.0792,31.680000000000003,0.5760000000000001,0,0,0.0
849,0.0431625,17.265,0.5755,0,0,0.0
850,0.0575,23.0,0.575,0,0,0.0
851,0.1005375,40.215,0.5745,0,0,0.0
852,0.08610000000000001,34.440000000000005,0.5740000000000001,0,0,0.0
853,0.07885625000000002,31.542500000000004,0.5735,0,0,0.0
854,0.0573,22.919999999999998,0.573,0,0,0.0
855,0.02146875,8.5875,0.5725,0,0,0.0
856,0.07865000000000001,31.460000000000004,0.5720000000000001,0,0,0.0
857,0.06429375,25.7175,0.5715,0,0,0.0
858,0.021412499999999998,8.565,0.571,0,0,0.0
859,0.021393750000000003,8.557500000000001,0.5705,0,0,0.0
860,0.021375,8.55,0.5700000000000001,0,0,0.0
861,0.0,0.0,0.5695,0,0,0.0
862,0.0213375,8.535,0.569,0,0,0.0
863,0.03553125,14.2125,0.5685,0,0,0.0
864,0.0,0.0,0.5680000000000001,0,0,0.0
865,0.021281249999999998,8.5125,0.5675,0,0,0.0
866,0.1137875,45.515,0.567,0,0,0.0
867,0.07789375,31.1575,0.5665,0,0,0.0
868,0.056600000000000004,22.64,0.5660000000000001,0,0,0.0
869,0.0,0.0,0.5655,0,0,0.0
870,0.0,0.0,0.565,0,0,0.0
871,0.0423375,16.935,0.5645,0,0,0.0
872,0.0,0.0,0.5640000000000001,0,0,0.0
873,0.02113125,8.4525,0.5635,0,0,0.0
874,0.0,0.0,0.563,0,0,0.0
875,0.07734375,30.9375,0.5625,0,0,0.0
876,0.0,0.0,0.562,0,0,0.0
877,0.0,0.0,0.5615,0,0,0.0
878,0.021037499999999997,8.415,0.5609999999999999,0,0,0.0
879,0.0,0.0,0.5605,0,0,0.0
880,0.05600000000000001,22.400000000000002,0.56,0,0,0.0
881,0.02098125,8.3925,0.5595,0,0,0.0
882,0.0209625,8.385,0.5589999999999999,0,0,0.0
883,0.020943749999999997,8.3775,0.5585,0,0,0.0
884,0.0,0.0,0.558,0,0,0.0
885,0.0418125,16.725,0.5575,0,0,0.0
886,0.020887499999999996,8.354999999999999,0.5569999999999999,0,0,0.0
887,0.0,0.0,0.5565,0,0,0.0
888,0.02085,8.34,0.556,0,0,0.0
889,0.02083125,8.3325,0.5555,0,0,0.0
890,0.020812499999999998,8.325,0.5549999999999999,0,0,0.0
891,0.0,0.0,0.5545,0,0,0.0
892,0.020775000000000002,8.31,0.554,0,0,0.0
893,0.0,0.0,0.5535,0,0,0.0
894,0.06221249999999998,24.884999999999994,0.5529999999999999,0,0,0.0
895,0.041437499999999995,16.575,0.5525,0,0,0.0
896,0.0,0.0,0.552,0,0,0.0
897,0.020681249999999998,8.272499999999999,0.5515,0,0,0.0
898,0.041324999999999994,16.529999999999998,0.5509999999999999,0,0,0.0
899,0.020643750000000002,8.2575,0.5505,0,0,0
900,0.061875,24.75,0.55,0,0,0.0
901,0.03434375,13.737499999999999,0.5495,0,0,0.0
902,0.0,0.0,0.5489999999999999,0,0,0.0
903,0.10485,41.94,0.5485,0,0,0.0
904,0.0,0.0,0.548,0,0,0.0
905,0.06159375000000001,24.637500000000003,0.5475,0,0,0.0
906,0.0,0.0,0.5469999999999999,0,0,0.0
907,0.0,0.0,0.5465,0,0,0.0
908,0.020475000000000004,8.190000000000001,0.546,0,0,0.0
909,0.0,0.0,0.5455,0,0,0.0
910,0.040874999999999995,16.349999999999998,0.5449999999999999,0,0,0.0
911,0.02041875,8.1675,0.5445,0,0,0.0
912,0.034,13.600000000000001,0.544,0,0,0.0
913,0.0,0.0,0.5435,0,0,0.0
914,0.061087499999999996,24.435,0.5429999999999999,0,0,0.0
915,0.020343749999999997,8.1375,0.5425,0,0,0.0
916,0.0,0.0,0.542,0,0,0.0
917,0.0,0.0,0.5415,0,0,0.0
918,0.060862499999999986,24.344999999999995,0.5409999999999999,0,0,0.0
919,0.0,0.0,0.5405,0,0,0.0
920,0.07425000000000001,29.700000000000003,0.54,0,0,0.0
921,0.02023125,8.0925,0.5395,0,0,0.0
922,0.020212499999999998,8.084999999999999,0.5389999999999999,0,0,0.0
923,0.0,0.0,0.5385,0,0,0.0
924,0.020175000000000002,8.07,0.538,0,0,0.0
925,0.06046875,24.1875,0.5375,0,0,0.0
926,0.033562499999999995,13.424999999999997,0.5369999999999999,0,0,0.0
927,0.040237499999999995,16.095,0.5365,0,0,0.0
928,0.04020000000000001,16.080000000000002,0.536,0,0,0.0
929,0.02008125,8.032499999999999,0.5355,0,0,0.0
930,0.0,0.0,0.5349999999999999,0,0,0.0
931,0.0,0.0,0.5345,0,0,0.0
932,0.033375,13.350000000000001,0.534,0,0,0.0
933,0.05334999999999999,21.339999999999996,0.5335,0,0,0.0
934,0.0199875,7.994999999999999,0.5329999999999999,0,0,0.0
935,0.059906249999999994,23.9625,0.5325,0,0,0.0
936,0.039900000000000005,15.96,0.532,0,0,0.0
937,0.03321875,13.2875,0.5315,0,0,0.0
938,0.039825000000000006,15.930000000000001,0.531,0,0,0.0
939,0.019893749999999998,7.9575,0.5305,0,0,0.0
940,0.0,0.0,0.53,0,0,0.0
941,0.019856250000000002,7.942500000000001,0.5295000000000001,0,0,0.0
942,0.059512499999999996,23.805,0.529,0,0,0.0
943,0.01981875,7.927499999999999,0.5285,0,0,0.0
944,0.0,0.0,0.528,0,0,0.0
945,0.019781250000000004,7.912500000000001,0.5275000000000001,0,0,0.0
946,0.039525000000000005,15.81,0.527,0,0,0.0
947,0.0,0.0,0.5265,0,0,0.0
948,0.09205,36.82,0.526,0,0,0.0
949,0.05911875000000001,23.647500000000004,0.5255000000000001,0,0,0.0
950,0.0196875,7.875,0.525,0,0,0.0
951,0.07211875,28.847499999999997,0.5245,0,0,0.0
952,0.0393,15.72,0.524,0,0,0.0
953,0.019631250000000003,7.852500000000001,0.5235000000000001,0,0,0.0
954,0.039225,15.690000000000001,0.523,0,0,0.0
955,0.05878125,23.5125,0.5225,0,0,0.0
956,0.071775,28.71,0.522,0,0,0.0
957,0.09126250000000002,36.50500000000001,0.5215000000000001,0,0,0.0
958,0.0195375,7.815,0.521,0,0,0.0
959,0.019518749999999998,7.807499999999999,0.5205,0,0,0.0
960,0.03900000000000001,15.600000000000001,0.52,0,0,0.0
961,0.019481250000000002,7.792500000000001,0.5195000000000001,0,0,0.0
962,0.0194625,7.785,0.519,0,0,0.0
963,0.0388875,15.555,0.5185,0,0,0.0
964,0.032375,12.950000000000001,0.518,0,0,0.0
965,0.032343750000000004,12.937500000000002,0.5175000000000001,0,0,0.0
966,0.0710875,28.435000000000002,0.517,0,0,0.0
967,0.10165,40.66,0.5165,0,0,0.0
968,0.0,0.0,0.516,0,0,0.0
969,0.0,0.0,0.5155000000000001,0,0,0.0
970,0.0,0.0,0.515,0,0,0.0
971,0.07074375,28.2975,0.5145,0,0,0.0
972,0.019275,7.71,0.514,0,0,0.0
973,0.019256250000000003,7.702500000000001,0.5135000000000001,0,0,0.0
974,0.0192375,7.695,0.513,0,0,0.0
975,0.019218749999999996,7.687499999999999,0.5125,0,0,0.0
976,0.0384,15.36,0.512,0,0,0.0
977,0.0,0.0,0.5115000000000001,0,0,0.0
978,0.0,0.0,0.511,0,0,0.0
979,0.019143749999999998,7.657499999999999,0.5105,0,0,0.0
980,0.031875,12.75,0.51,0,0,0.0
981,0.0,0.0,0.5095000000000001,0,0,0.0
982,0.10816249999999998,43.265,0.509,0,0,0.0
983,0.08898749999999998,35.595,0.5085,0,0,0.0
984,0.0,0.0,0.508,0,0,0.0
985,0.0880625,35.225,0.5075000000000001,0,0,0.0
986,0.0190125,7.605,0.507,0,0,0.0
987,0.018993749999999997,7.597499999999999,0.5065,0,0,0.0
988,0.056924999999999996,22.77,0.506,0,0,0.0
989,0.03791250000000001,15.165000000000003,0.5055000000000001,0,0,0.0
990,0.0189375,7.575,0.505,0,0,0.0
991,0.05045,20.18,0.5045,0,0,0.0
992,0.0189,7.5600000000000005,0.504,0,0,0.0
993,0.0,0.0,0.5035000000000001,0,0,0.0
994,0.0188625,7.545,0.503,0,0,0.0
995,0.01884375,7.5375,0.5025,0,0,0.0
996,0.0,0.0,0.502,0,0,0.0
997,0.03761250000000001,15.045000000000002,0.5015000000000001,0,0,0.0
998,0.0,0.0,0.501,0,0,0.0
999,0.0,0.0,0.5005,0,0,0
1000,0.01875,7.5,0.5,0,0,0.0
1001,0.009365625,3.7462500000000003,0.49950000000000006,0,0,0.0
1002,0.07495,29.98,0.499,0,0,0.0
1003,0.043618750000000005,17.4475,0.49850000000000005,0,0,0.0
1004,0.0093375,3.735,0.498,0,0,0.0
1005,0.009328125,3.73125,0.49750000000000005,0,0,0.0
1006,0.0434875,17.395,0.497,0,0,0.0
1007,0.018618750000000003,7.447500000000001,0.49650000000000005,0,0,0.0
1008,0.0093,3.7199999999999998,0.496,0,0,0.0
1009,0.018581250000000004,7.432500000000001,0.49550000000000005,0,0,0.0
1010,0.0,0.0,0.495,0,0,0.0
1011,0.009271875,3.70875,0.49450000000000005,0,0,0.0
1012,0.018525,7.41,0.494,0,0,0.0
1013,0.009253125000000001,3.7012500000000004,0.49350000000000005,0,0,0.0
1014,0.0,0.0,0.493,0,0,0.0
1015,0.0,0.0,0.49250000000000005,0,0,0.0
1016,0.043050000000000005,17.220000000000002,0.492,0,0,0.0
1017,0.009215625,3.6862500000000002,0.49150000000000005,0,0,0.0
1018,0.01534375,6.1375,0.491,0,0,0.0
1019,0.024525,9.81,0.49050000000000005,0,0,0.0
1020,0.0245,9.8,0.49,0,0,0.0
1021,0.009178125000000002,3.6712500000000006,0.48950000000000005,0,0,0.0
1022,0.00916875,3.6675,0.489,0,0,0.0
1023,0.009159375,3.6637500000000003,0.48850000000000005,0,0,0.0
1024,0.024399999999999998,9.76,0.488,0,0,0.0
1025,0.009140625000000001,3.6562500000000004,0.48750000000000004,0,0,0.0
1026,0.00913125,3.6525,0.487,0,0,0.0
1027,0.009121875,3.64875,0.48650000000000004,0,0,0.0
1028,0.0091125,3.645,0.486,0,0,0.0
1029,0.01820625,7.282500000000001,0.48550000000000004,0,0,0.0
1030,0.02728125,10.9125,0.485,0,0,0.0
1031,0.0,0.0,0.48450000000000004,0,0,0.0
1032,0.033275,13.309999999999999,0.484,0,0,0.0
1033,0.033240625,13.29625,0.48350000000000004,0,0,0.0
1034,0.03320625,13.2825,0.483,0,0,0.0
1035,0.009046875000000001,3.6187500000000004,0.48250000000000004,0,0,0.0
1036,0.009037499999999999,3.6149999999999998,0.482,0,0,0.0
1037,0.024075000000000003,9.63,0.48150000000000004,0,0,0.0
1038,0.009018749999999999,3.6075,0.481,0,0,0.0
1039,0.009009375,3.6037500000000002,0.48050000000000004,0,0,0.0
1040,0.0,0.0,0.48,0,0,0.0
1041,0.01798125,7.192500000000001,0.47950000000000004,0,0,0.0
1042,0.0,0.0,0.479,0,0,0.0
1043,0.026915625,10.76625,0.47850000000000004,0,0,0.0
1044,0.0089625,3.585,0.478,0,0,0.0
1045,0.017906250000000002,7.1625000000000005,0.47750000000000004,0,0,0.0
1046,0.01490625,5.9624999999999995,0.477,0,0,0.0
1047,0.008934375000000001,3.5737500000000004,0.47650000000000003,0,0,0.0
1048,0.0,0.0,0.476,0,0,0.0
